conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:784_conv:1569,6,terrified,I've been watching the new stephen king show. I don;t even like scary things,222,Haha_comma_ Ok as you wish then,5|5|5_4|4|4,
hit:869_conv:1738,4,terrified,when my car caught on fire. it was bad ,27,i was 22. Registering for college classes and I was freaking out so bad_comma_ they just told me to come back the next day. I didn't go back,5|5|5_5|5|5,
hit:957_conv:1915,1,terrified,I went to a haunted house and was scared of the ghosts.,4,I went to a haunted house and was scared of the ghosts.,I believe they do.|I have clicked the 'End Chat' button thank you!|5_I have clicked the 'End Chat' button thank you!|1|4,
hit:957_conv:1915,2,terrified,I went to a haunted house and was scared of the ghosts.,268,oooh really do ghosts exist ,I believe they do.|I have clicked the 'End Chat' button thank you!|5_I have clicked the 'End Chat' button thank you!|1|4,
hit:957_conv:1915,3,terrified,I went to a haunted house and was scared of the ghosts.,4,I believe the do.,I believe they do.|I have clicked the 'End Chat' button thank you!|5_I have clicked the 'End Chat' button thank you!|1|4,
hit:957_conv:1915,4,terrified,I went to a haunted house and was scared of the ghosts.,268,i used to but nowadays i don't what else,I believe they do.|I have clicked the 'End Chat' button thank you!|5_I have clicked the 'End Chat' button thank you!|1|4,
hit:957_conv:1915,5,terrified,I went to a haunted house and was scared of the ghosts.,4,I believe they do.,I believe they do.|I have clicked the 'End Chat' button thank you!|5_I have clicked the 'End Chat' button thank you!|1|4,
hit:1182_conv:2364,1,terrified,I was pretty scared when I wrecked my truck. I did not know if I was going to make it,126,I got pretty scared when I wrecked my truck. I was not sure I would be okay,4|5|5_5|5|5,
hit:1182_conv:2364,2,terrified,I was pretty scared when I wrecked my truck. I did not know if I was going to make it,182,Wow that must have been a terrifying experience. Are you ok now?,4|5|5_5|5|5,
hit:1182_conv:2364,3,terrified,I was pretty scared when I wrecked my truck. I did not know if I was going to make it,126,I am okay. I hurt my knee but I healed,4|5|5_5|5|5,
hit:1182_conv:2364,4,terrified,I was pretty scared when I wrecked my truck. I did not know if I was going to make it,182,That is good that you escaped your accident with a minor injury. Please take care of yourself in the future!,4|5|5_5|5|5,
hit:1189_conv:2379,1,terrified,I was scared when a tornado touched down close to my home. It was a sad feeling,126,I was so scared when a tornado touched down close to my house. I was just sad and scared,4|5|4_4|3|4,
hit:1189_conv:2379,2,terrified,I was scared when a tornado touched down close to my home. It was a sad feeling,220,Oh my gosh! Did you run and hide?,4|5|4_4|3|4,
hit:1189_conv:2379,3,terrified,I was scared when a tornado touched down close to my home. It was a sad feeling,126,I hid in the bathroom,4|5|4_4|3|4,
hit:1189_conv:2379,4,terrified,I was scared when a tornado touched down close to my home. It was a sad feeling,220,I don't live in an area that is known for tornadoes but they still scare me. I'm glad you're ok!,4|5|4_4|3|4,
hit:1276_conv:2552,1,terrified,just heard a thump upstairs in a house I'm house sitting all alone at. Really don't want to go check it out..,273,just heard a thump upstairs in a house I'm house sitting all alone at. Really don't want to go check it out,3|3|3_5|5|5,
hit:1276_conv:2552,2,terrified,just heard a thump upstairs in a house I'm house sitting all alone at. Really don't want to go check it out..,296,Don't go check it out. That never turns out well in horror movies. Bring a gun then or another person.,3|3|3_5|5|5,
hit:1276_conv:2552,3,terrified,just heard a thump upstairs in a house I'm house sitting all alone at. Really don't want to go check it out..,273,I don't have a gun! Or another person! Ah man... Guess I'll just sleep in the bathroom with the door locked,3|3|3_5|5|5,
hit:1276_conv:2552,4,terrified,just heard a thump upstairs in a house I'm house sitting all alone at. Really don't want to go check it out..,296,I would do that! Or call a friend over- Get a weapon too.,3|3|3_5|5|5,
hit:1486_conv:2973,1,terrified,I was so scared when my dad had a heart attack. I thought he was going to die,126,I was scared when my dad had a heart attack. I thought he was going to die,4|5|5_5|5|5,
hit:1486_conv:2973,2,terrified,I was so scared when my dad had a heart attack. I thought he was going to die,7,Sorry to hear that. Is he better now?,4|5|5_5|5|5,
hit:1486_conv:2973,3,terrified,I was so scared when my dad had a heart attack. I thought he was going to die,126,He is_comma_ but it was scary then,4|5|5_5|5|5,
hit:1486_conv:2973,4,terrified,I was so scared when my dad had a heart attack. I thought he was going to die,7,Did the doctors have found what was the issue with his heart?,4|5|5_5|5|5,
hit:1487_conv:2975,1,terrified,I found a snake in my boot. I was so afraid that it would bite me.,209,So_comma_ I was putting on my cow poke boots the other day and found a snake in my boot!,5|5|5_5|5|5,
hit:1487_conv:2975,2,terrified,I found a snake in my boot. I was so afraid that it would bite me.,269,Whoa_comma_ did anything bad happen? ,5|5|5_5|5|5,
hit:1487_conv:2975,3,terrified,I found a snake in my boot. I was so afraid that it would bite me.,209,Thankfully not. My trusty dog managed to dispose of it rather quickly. Never been so afraid in my life.,5|5|5_5|5|5,
hit:1487_conv:2975,4,terrified,I found a snake in my boot. I was so afraid that it would bite me.,269,I'm glad nothing bad happen_comma_ snake venom can really mess you up...,5|5|5_5|5|5,
hit:1529_conv:3058,1,terrified,I thought I was being stalked by someone I ran into at the store. It was terrible.,235,THe worst thing happened the other day. I went grovery shopping and I thought I was being followed. It scared me so bad!,5|5|5_5|5|5,
hit:1529_conv:3058,2,terrified,I thought I was being stalked by someone I ran into at the store. It was terrible.,68,Who was following you?!,5|5|5_5|5|5,
hit:1529_conv:3058,3,terrified,I thought I was being stalked by someone I ran into at the store. It was terrible.,235,This big scary guy,5|5|5_5|5|5,
hit:1529_conv:3058,4,terrified,I thought I was being stalked by someone I ran into at the store. It was terrible.,68,What did he look like? I would call the cops if they are stalking you.,5|5|5_5|5|5,
hit:1548_conv:3096,1,terrified,I was in a friends house one night. We were watching a movie when he heard a loud bang suddenly. Then we heard clawing noises.,68,So i was watching a movie with our other friend the other night. ,4|4|4_1|5|5,
hit:1548_conv:3096,2,terrified,I was in a friends house one night. We were watching a movie when he heard a loud bang suddenly. Then we heard clawing noises.,160,What did you watch/?,4|4|4_1|5|5,
hit:1548_conv:3096,3,terrified,I was in a friends house one night. We were watching a movie when he heard a loud bang suddenly. Then we heard clawing noises.,68,Finding Nemo but it was more what happened during the movie. Heard this loud bang sound. It spooked us good.,4|4|4_1|5|5,
hit:1548_conv:3096,4,terrified,I was in a friends house one night. We were watching a movie when he heard a loud bang suddenly. Then we heard clawing noises.,160,So what was it?  You are making me scared.,4|4|4_1|5|5,
hit:1555_conv:3111,1,terrified,I just finished watching Mindhunter on Netflix.  The first season ended with me cringing on the couch.,274,I just finished the first season of Mind hunter on Netflix. I almost wet my pants.,5|5|5_5|5|5,
hit:1555_conv:3111,2,terrified,I just finished watching Mindhunter on Netflix.  The first season ended with me cringing on the couch.,1,Wow. Must be a really good show. What's it about?,5|5|5_5|5|5,
hit:1555_conv:3111,3,terrified,I just finished watching Mindhunter on Netflix.  The first season ended with me cringing on the couch.,274,Serial Killer and FBI profiling. Its intense.,5|5|5_5|5|5,
hit:1555_conv:3111,4,terrified,I just finished watching Mindhunter on Netflix.  The first season ended with me cringing on the couch.,1,I love thrillers. I watched Killing Eve.,5|5|5_5|5|5,
hit:1649_conv:3299,1,terrified,I have to go to court soon for a drunk driving incident and I am so scared. What if I have to go to jail?,269,I have to go to court soon for a drunk driving incident and I am so scared. What if I have to go to jail?,5|5|5_5|5|5,
hit:1649_conv:3299,2,terrified,I have to go to court soon for a drunk driving incident and I am so scared. What if I have to go to jail?,209,You usually don't get that much jail time for drunk driving if it is your first incident. It shouldn't be so bad_comma_ but hopefully it will make you more cautious in the future.,5|5|5_5|5|5,
hit:1649_conv:3299,3,terrified,I have to go to court soon for a drunk driving incident and I am so scared. What if I have to go to jail?,269,It's my 2nd offense so I am terrified. I think I'm looking at a month or two in jail.,5|5|5_5|5|5,
hit:1649_conv:3299,4,terrified,I have to go to court soon for a drunk driving incident and I am so scared. What if I have to go to jail?,209,Oh wow. I really hope that you get the help you need. I can relate though...I used to be reckless like that a couple years back. Just have to be responsible and arrange an uber or some other form of transportation.,5|5|5_5|5|5,
hit:1857_conv:3715,1,terrified,A mommy deer got hit by a car in front of my house and she had two very little babies that are left wondering around my area . They won't leave and I'm afraid they're going to go into the road.,40,A mommy deer got hit by a car in front of my house and her two babies keep hanging around looking for her. I'm afraid they're going to go in the road like she did and get killed. Ugh.,5|5|5_5|5|5,
hit:1857_conv:3715,2,terrified,A mommy deer got hit by a car in front of my house and she had two very little babies that are left wondering around my area . They won't leave and I'm afraid they're going to go into the road.,10,That is so sad_comma_ humans made a huge impact on animals lives in that sense,5|5|5_5|5|5,
hit:1857_conv:3715,3,terrified,A mommy deer got hit by a car in front of my house and she had two very little babies that are left wondering around my area . They won't leave and I'm afraid they're going to go into the road.,40,Oh I know_comma_ I see dead animals way too much. It's terrible. I hope they make it _comma_ they seem to be eating on their own at least.,5|5|5_5|5|5,
hit:1857_conv:3715,4,terrified,A mommy deer got hit by a car in front of my house and she had two very little babies that are left wondering around my area . They won't leave and I'm afraid they're going to go into the road.,10,It makes me feel sick as well_comma_ I hit a bird once and almost cried,5|5|5_5|5|5,
hit:1857_conv:3715,5,terrified,A mommy deer got hit by a car in front of my house and she had two very little babies that are left wondering around my area . They won't leave and I'm afraid they're going to go into the road.,40,Say a prayer for all the poor little animals.,5|5|5_5|5|5,
hit:1931_conv:3862,1,terrified,My kids daycare was on lock-down the other day because of a shooting nearby!  I was terrified!,277,My kids daycare was on lock-down the other day because of a shooting nearby! I was terrified!,5|5|5_5|5|5,
hit:1931_conv:3862,2,terrified,My kids daycare was on lock-down the other day because of a shooting nearby!  I was terrified!,11,that is so scary.... you must have been terrified your baby too! How are you doing today? ,5|5|5_5|5|5,
hit:1931_conv:3862,3,terrified,My kids daycare was on lock-down the other day because of a shooting nearby!  I was terrified!,277,I am better now since it is over.  I had never felt quite like that before.,5|5|5_5|5|5,
hit:1931_conv:3862,4,terrified,My kids daycare was on lock-down the other day because of a shooting nearby!  I was terrified!,11,I cant even begin to imagine honestly im sorry you had to experience that ,5|5|5_5|5|5,
hit:2357_conv:4715,1,terrified,My wife talked me into bungee jumping a couple weeks ago!  It was insane and I was scared out of my mind!,277,My wife talked me into bungee jumping a couple weeks ago! It was insane and I was scared out of my mind!,5|5|5_5|5|5,
hit:2357_conv:4715,2,terrified,My wife talked me into bungee jumping a couple weeks ago!  It was insane and I was scared out of my mind!,100,Wow I could never do that_comma_ I really hate heights.,5|5|5_5|5|5,
hit:2357_conv:4715,3,terrified,My wife talked me into bungee jumping a couple weeks ago!  It was insane and I was scared out of my mind!,277,I am afraid of height to_comma_ so you can imagine how I was feeling!,5|5|5_5|5|5,
hit:2357_conv:4715,4,terrified,My wife talked me into bungee jumping a couple weeks ago!  It was insane and I was scared out of my mind!,100,You're pretty brave for conquering that fear.,5|5|5_5|5|5,
hit:2630_conv:5260,1,terrified,I heard a huge noise in the middle of the night. I almost pooped my pants_comma_ but it was just my cats.,398,Last night was terrible! I heard a huge noise and was so scared I almost pooped my pants.,3|4|5_5|5|5,
hit:2630_conv:5260,2,terrified,I heard a huge noise in the middle of the night. I almost pooped my pants_comma_ but it was just my cats.,188,Why? What happened?,3|4|5_5|5|5,
hit:2630_conv:5260,3,terrified,I heard a huge noise in the middle of the night. I almost pooped my pants_comma_ but it was just my cats.,398,I thought someone was breaking in my house! But it was only my cats being crazy. ,3|4|5_5|5|5,
hit:2630_conv:5260,4,terrified,I heard a huge noise in the middle of the night. I almost pooped my pants_comma_ but it was just my cats.,188,I see. lol. I hate cats_comma_ sorry,3|4|5_5|5|5,
hit:2783_conv:5567,1,terrified,I am getting an evaluation at work soon. It might not go well.,262,Im being evaluated at work soon.,5|5|5_5|5|5,
hit:2783_conv:5567,2,terrified,I am getting an evaluation at work soon. It might not go well.,238,for your job or mental health?,5|5|5_5|5|5,
hit:2783_conv:5567,3,terrified,I am getting an evaluation at work soon. It might not go well.,262,my job. It might not go well. I missed a lot of work lately.,5|5|5_5|5|5,
hit:2783_conv:5567,4,terrified,I am getting an evaluation at work soon. It might not go well.,238,hope it turns out well for you,5|5|5_5|5|5,
hit:2783_conv:5567,5,terrified,I am getting an evaluation at work soon. It might not go well.,262,Me too. I want a raise.,5|5|5_5|5|5,
hit:2957_conv:5914,1,terrified,had hellp syndrome with 1st child.  almost died,56,I was 26 when I had my first child - that was a very scary experience.  I'm actually surprised we went on and had another one!,5|5|5_5|5|5,
hit:2957_conv:5914,2,terrified,had hellp syndrome with 1st child.  almost died,234,That is scary! As a 26 year old I cannot imagine actually having kids at this age. I'd be running around like a chicken,5|5|5_5|5|5,
hit:2957_conv:5914,3,terrified,had hellp syndrome with 1st child.  almost died,56,Well_comma_ unfortunately I got HELLP syndrome and basically my organs started shutting down - they had to do an emergency c-section and I was in the hospital over a week.,5|5|5_5|5|5,
hit:2957_conv:5914,4,terrified,had hellp syndrome with 1st child.  almost died,234,That's rough! I'm glad you're ok now (I hope)_comma_ but that must have been really traumatic ,5|5|5_5|5|5,
hit:2971_conv:5942,1,terrified,I am meeting my girlfriends parents tomorrow. I am so nervous,27,I am so nervous about tomorrow.,5|5|5_4|5|5,
hit:2971_conv:5942,2,terrified,I am meeting my girlfriends parents tomorrow. I am so nervous,322,Why are you so nervous?,5|5|5_4|5|5,
hit:2971_conv:5942,3,terrified,I am meeting my girlfriends parents tomorrow. I am so nervous,27,I am meeting my girlfriends parents.,5|5|5_4|5|5,
hit:2971_conv:5942,4,terrified,I am meeting my girlfriends parents tomorrow. I am so nervous,322,Okay_comma_ I totally understand your feelings.,5|5|5_4|5|5,
hit:2971_conv:5942,5,terrified,I am meeting my girlfriends parents tomorrow. I am so nervous,27,I want to marry her one day so I want to make a good impression,5|5|5_4|5|5,
hit:3036_conv:6073,1,terrified, The other week it sounded like a bomb went off. I am in a very dangerous city_comma_ so you never know here.,296,The other week it sounded like a bomb went off. I am in a very dangerous city_comma_ so you never know here. Between the gunshots and fireworks..AND fire balls..it's hard to tell!,5|5|5_5|5|5,
hit:3036_conv:6073,2,terrified, The other week it sounded like a bomb went off. I am in a very dangerous city_comma_ so you never know here.,286,Oh wow! I'd be afraid to go outside! I hope you are able to stay safe!,5|5|5_5|5|5,
hit:3036_conv:6073,3,terrified, The other week it sounded like a bomb went off. I am in a very dangerous city_comma_ so you never know here.,296,I try! Having a fenced in yard helps but I worry about stuff at night. It's like vampire city here,5|5|5_5|5|5,
hit:3036_conv:6073,4,terrified, The other week it sounded like a bomb went off. I am in a very dangerous city_comma_ so you never know here.,286,That sounds very scary. Ever thought of moving?,5|5|5_5|5|5,
hit:3036_conv:6073,5,terrified, The other week it sounded like a bomb went off. I am in a very dangerous city_comma_ so you never know here.,296,yes but that takes money. Saving up!,5|5|5_5|5|5,
hit:3036_conv:6073,6,terrified, The other week it sounded like a bomb went off. I am in a very dangerous city_comma_ so you never know here.,286,I wish you luck! I really hope you can get out of there soon.,5|5|5_5|5|5,
hit:3229_conv:6458,1,terrified,I got in a bit of an altercation with a co-worker today_comma_ and I'm afraid it may lead to me losing my job. It started with a misunderstanding_comma_and when they didn't want to simply accept that it was a misunderstanding after I apologized_comma_ I decided to simply defend myself and there was a verbal back-and-forth witnessed by a few people. This is not the image I wanted to have at my job... ,273,I got in a bit of an altercation with a co-worker today_comma_ and I'm afraid it may lead to me losing my job. It started with a misunderstanding_comma_and when they didn't want to simply accept that it was a misunderstanding after I apologized_comma_ I decided to simply defend myself and there was a verbal back-and-forth witnessed by a few people. This is not the image I wanted to have at my job...,3|3|3_5|5|5,
hit:3229_conv:6458,2,terrified,I got in a bit of an altercation with a co-worker today_comma_ and I'm afraid it may lead to me losing my job. It started with a misunderstanding_comma_and when they didn't want to simply accept that it was a misunderstanding after I apologized_comma_ I decided to simply defend myself and there was a verbal back-and-forth witnessed by a few people. This is not the image I wanted to have at my job... ,1,Sometimes you gotta stand up for yourself.,3|3|3_5|5|5,
hit:3229_conv:6458,3,terrified,I got in a bit of an altercation with a co-worker today_comma_ and I'm afraid it may lead to me losing my job. It started with a misunderstanding_comma_and when they didn't want to simply accept that it was a misunderstanding after I apologized_comma_ I decided to simply defend myself and there was a verbal back-and-forth witnessed by a few people. This is not the image I wanted to have at my job... ,273,Yeah. I didn't want to seem like a whiny brat_comma_ but I didn't want to seem like a pushover either_comma_ especially when I thought it was stupid to fight about it to begin with. If I lose my job_comma_ it won't be the worst thing_comma_ since it's just a part-time job to get me through college. But I still hate the feeling that I let people down_comma_ or that I look dumb in other people's eyes.,3|3|3_5|5|5,
hit:3229_conv:6458,4,terrified,I got in a bit of an altercation with a co-worker today_comma_ and I'm afraid it may lead to me losing my job. It started with a misunderstanding_comma_and when they didn't want to simply accept that it was a misunderstanding after I apologized_comma_ I decided to simply defend myself and there was a verbal back-and-forth witnessed by a few people. This is not the image I wanted to have at my job... ,1,If they know you_comma_ they should know better.,3|3|3_5|5|5,
hit:3245_conv:6490,1,terrified,There is a little cat I tried to help last night. He ran when my dog charged at him though and I am scared of what has happened to him. A lot of cats get hit around here,296,There is a little cat I tried to help last night.,3|5|5_5|5|5,
hit:3245_conv:6490,2,terrified,There is a little cat I tried to help last night. He ran when my dog charged at him though and I am scared of what has happened to him. A lot of cats get hit around here,262,What happened to it?,3|5|5_5|5|5,
hit:3245_conv:6490,3,terrified,There is a little cat I tried to help last night. He ran when my dog charged at him though and I am scared of what has happened to him. A lot of cats get hit around here,296,He ran when my dog charged at him though and I am scared of what has happened to him. A lot of cats get hit around here,3|5|5_5|5|5,
hit:3245_conv:6490,4,terrified,There is a little cat I tried to help last night. He ran when my dog charged at him though and I am scared of what has happened to him. A lot of cats get hit around here,262,That sucks.,3|5|5_5|5|5,
hit:3333_conv:6666,1,terrified,A dragonfly was chasing me earlier this afternoon.  I was so afraid of getting hurt.,322,A dragonfly was chasing me earlier this afternoon.  ,4|4|4_5|4|4,
hit:3333_conv:6666,2,terrified,A dragonfly was chasing me earlier this afternoon.  I was so afraid of getting hurt.,70,did he get you?,4|4|4_5|4|4,
hit:3333_conv:6666,3,terrified,A dragonfly was chasing me earlier this afternoon.  I was so afraid of getting hurt.,322,No_comma_ but I was so afraid of it.,4|4|4_5|4|4,
hit:3333_conv:6666,4,terrified,A dragonfly was chasing me earlier this afternoon.  I was so afraid of getting hurt.,70,they do look a little scary! ,4|4|4_5|4|4,
hit:3377_conv:6754,1,terrified,We had to rush my grandmother to the ER yesterday because she passed out and hit her head on the tile floor. It was very scary and she had no memory of it,234,We had to rush my grandmother to the ER yesterday because she passed out and hit her head on the tile floor.,5|5|5_5|5|5,
hit:3377_conv:6754,2,terrified,We had to rush my grandmother to the ER yesterday because she passed out and hit her head on the tile floor. It was very scary and she had no memory of it,55,Oh god_comma_ that's awful! Is she alright?,5|5|5_5|5|5,
hit:3377_conv:6754,3,terrified,We had to rush my grandmother to the ER yesterday because she passed out and hit her head on the tile floor. It was very scary and she had no memory of it,234,Luckily she's fine_comma_ but she has no memory of it. The Doctor suspects she might be losing her balance,5|5|5_5|5|5,
hit:3377_conv:6754,4,terrified,We had to rush my grandmother to the ER yesterday because she passed out and hit her head on the tile floor. It was very scary and she had no memory of it,55,That would make sense_comma_ assuming she is getting pretty old.,5|5|5_5|5|5,
hit:3635_conv:7271,1,terrified,I am so scared for my sister's health. She is in the hospital and I hope she doesn't have cancer.,269,I am so scared for my sister's health. She is in the hospital and I hope she doesn't have cancer.,5|5|5_5|5|5,
hit:3635_conv:7271,2,terrified,I am so scared for my sister's health. She is in the hospital and I hope she doesn't have cancer.,244,Have they already done a biopsy?,5|5|5_5|5|5,
hit:3635_conv:7271,3,terrified,I am so scared for my sister's health. She is in the hospital and I hope she doesn't have cancer.,269,In the process right now. I am so afraid of the results...,5|5|5_5|5|5,
hit:3635_conv:7271,4,terrified,I am so scared for my sister's health. She is in the hospital and I hope she doesn't have cancer.,244,I'm sure everything will turn out ok,5|5|5_5|5|5,
hit:4068_conv:8137,1,terrified,I was 18 and had signed up to join the military.  My basic training date got pushed back to the Fall.  That left the door open for more active duty and reserve military personnel to tell me how mentally/physically taxing basic training can be.  With this information and as summer ended and the date for entry drew nearer for my entry into basic training drew nearer I was terrified given the multitude of stories I'd been told by numerous different people from various backgrounds.,500,I spoke with numerous active and reserve personnel about their basic training experiences.  There wasn't much positive in what they shared so my mind wallowed in what lay ahead.  Naturally I was worried to say the least.,4|4|3_5|5|5,
hit:4068_conv:8137,2,terrified,I was 18 and had signed up to join the military.  My basic training date got pushed back to the Fall.  That left the door open for more active duty and reserve military personnel to tell me how mentally/physically taxing basic training can be.  With this information and as summer ended and the date for entry drew nearer for my entry into basic training drew nearer I was terrified given the multitude of stories I'd been told by numerous different people from various backgrounds.,326,Are you enrolling into army?,4|4|3_5|5|5,
hit:4068_conv:8137,3,terrified,I was 18 and had signed up to join the military.  My basic training date got pushed back to the Fall.  That left the door open for more active duty and reserve military personnel to tell me how mentally/physically taxing basic training can be.  With this information and as summer ended and the date for entry drew nearer for my entry into basic training drew nearer I was terrified given the multitude of stories I'd been told by numerous different people from various backgrounds.,500,These were the experiences I had before I went into basic training. ,4|4|3_5|5|5,
hit:4068_conv:8137,4,terrified,I was 18 and had signed up to join the military.  My basic training date got pushed back to the Fall.  That left the door open for more active duty and reserve military personnel to tell me how mentally/physically taxing basic training can be.  With this information and as summer ended and the date for entry drew nearer for my entry into basic training drew nearer I was terrified given the multitude of stories I'd been told by numerous different people from various backgrounds.,326,Well good luck_comma_ its a tough life.,4|4|3_5|5|5,
hit:4141_conv:8283,1,terrified,I thought i saw a ghost outside my window_comma_ I had my heart in the mouth,43,Last week_comma_ i thought i saw a ghost outside my window!!,5|5|5_5|5|5,
hit:4141_conv:8283,2,terrified,I thought i saw a ghost outside my window_comma_ I had my heart in the mouth,52,no way!!! I hope you left the house!! I would_comma_ and probably would never come back,5|5|5_5|5|5,
hit:4141_conv:8283,3,terrified,I thought i saw a ghost outside my window_comma_ I had my heart in the mouth,43,Well i freaked out like hell and started screaming. But all it was a prank from my friends,5|5|5_5|5|5,
hit:4141_conv:8283,4,terrified,I thought i saw a ghost outside my window_comma_ I had my heart in the mouth,52,oh wow! I would probably kill that friend lol that's a mean prank,5|5|5_5|5|5,
hit:4338_conv:8676,1,terrified,I am scared that World War 3 may be near.,4,I am scared that World War 3 may be near.,5|5|5_5|5|5,
hit:4338_conv:8676,2,terrified,I am scared that World War 3 may be near.,389,Nah.  Don't worry my friend!  It will be okay!,5|5|5_5|5|5,
hit:4338_conv:8676,3,terrified,I am scared that World War 3 may be near.,4,I am really worried that North Korea may attack us.,5|5|5_5|5|5,
hit:4338_conv:8676,4,terrified,I am scared that World War 3 may be near.,389,I don't think they will.  We are the worlds greatest army,5|5|5_5|5|5,
hit:4540_conv:9081,1,terrified,One time I started getting really weird texts from a guy. He had pictures of outside my house and it scared me_comma_ but it was just a friend pranking me.,55,I was getting really weird_comma_ aggressive texts from someone and it was starting to really scare me.,5|5|5_4|4|4,
hit:4540_conv:9081,2,terrified,One time I started getting really weird texts from a guy. He had pictures of outside my house and it scared me_comma_ but it was just a friend pranking me.,237,if it's someone you know you should ask them not to do it again,5|5|5_4|4|4,
hit:4540_conv:9081,3,terrified,One time I started getting really weird texts from a guy. He had pictures of outside my house and it scared me_comma_ but it was just a friend pranking me.,55,It was a prank from my friend and they really got me good.,5|5|5_4|4|4,
hit:4540_conv:9081,4,terrified,One time I started getting really weird texts from a guy. He had pictures of outside my house and it scared me_comma_ but it was just a friend pranking me.,237,oh thats bad!,5|5|5_4|4|4,
hit:4931_conv:9863,1,terrified,Last night I heard something scraping on my window. I got up and opened it to look out.,139,I heard something scraping on my window last night. I got up to investigate.,5|5|5_5|5|5,
hit:4931_conv:9863,2,terrified,Last night I heard something scraping on my window. I got up and opened it to look out.,438,Scary!!! What was it?  Were you terrified or just curious?,5|5|5_5|5|5,
hit:4931_conv:9863,3,terrified,Last night I heard something scraping on my window. I got up and opened it to look out.,139,When I got to the window I didn't see anything. I opened it up and peered outside. That is when I saw a slender shadow slinking off. I was so scared.,5|5|5_5|5|5,
hit:4931_conv:9863,4,terrified,Last night I heard something scraping on my window. I got up and opened it to look out.,438,I would be too!  Did you try to see if you could see someone from another window or just run back to bed?  I'm glad you're ok!,5|5|5_5|5|5,
hit:5183_conv:10366,1,terrified,A van has been parked out front of my house all night. There's a man in the front seat who keeps on looking towards my house. I have no idea what he's doing_comma_ but I'm pretty scared right about now.,469,There a guy parked right in front of my house the past few hours. He keeps looking towards my house_comma_ I'm getting kind of freaked out.,5|5|5_5|5|5,
hit:5183_conv:10366,2,terrified,A van has been parked out front of my house all night. There's a man in the front seat who keeps on looking towards my house. I have no idea what he's doing_comma_ but I'm pretty scared right about now.,448,That's creepy_comma_ do you think you're in trouble for something or is it someone random?,5|5|5_5|5|5,
hit:5183_conv:10366,3,terrified,A van has been parked out front of my house all night. There's a man in the front seat who keeps on looking towards my house. I have no idea what he's doing_comma_ but I'm pretty scared right about now.,469,It seems like someone random. I have a bad feeling about it. I think i'm going to call the police. ,5|5|5_5|5|5,
hit:5183_conv:10366,4,terrified,A van has been parked out front of my house all night. There's a man in the front seat who keeps on looking towards my house. I have no idea what he's doing_comma_ but I'm pretty scared right about now.,448,I would do so just as a precaution_comma_ can never be too careful!,5|5|5_5|5|5,
hit:5202_conv:10405,1,terrified,I had to leave my dog at the vet overnight_comma_ so they can run some tests. She hasn't been eating much lately_comma_ and she's just been really lackadaisical and lazy. I don't think I'll be able to sleep tonight_comma_ knowing she's there in a weird environment_comma_ all alone.,273,I had to leave my dog at the vet overnight_comma_ so they can run some tests. She hasn't been eating much lately_comma_ and she's just been really lackadaisical and lazy. I don't think I'll be able to sleep tonight_comma_ knowing she's there in a weird environment_comma_ all alone,5|5|5_5|5|5,
hit:5202_conv:10405,2,terrified,I had to leave my dog at the vet overnight_comma_ so they can run some tests. She hasn't been eating much lately_comma_ and she's just been really lackadaisical and lazy. I don't think I'll be able to sleep tonight_comma_ knowing she's there in a weird environment_comma_ all alone.,448,Aw_comma_ I'm sorry to hear that_comma_ is she getting up there in age?,5|5|5_5|5|5,
hit:5202_conv:10405,3,terrified,I had to leave my dog at the vet overnight_comma_ so they can run some tests. She hasn't been eating much lately_comma_ and she's just been really lackadaisical and lazy. I don't think I'll be able to sleep tonight_comma_ knowing she's there in a weird environment_comma_ all alone.,273,She's almost 10_comma_ yeah. I know sometimes you just have to let go. But she was fine a few days ago! I'm still holding on to the idea that it's nothing. We'll see!,5|5|5_5|5|5,
hit:5202_conv:10405,4,terrified,I had to leave my dog at the vet overnight_comma_ so they can run some tests. She hasn't been eating much lately_comma_ and she's just been really lackadaisical and lazy. I don't think I'll be able to sleep tonight_comma_ knowing she's there in a weird environment_comma_ all alone.,448,Hopefully they will diagnose her correctly and she becomes her normal self. Fingers crossed!,5|5|5_5|5|5,
hit:5222_conv:10444,1,terrified,Going on a rollercoaster this weekend,389,Man i'm so scared for the weekend,5|5|5_5|5|5,
hit:5222_conv:10444,2,terrified,Going on a rollercoaster this weekend,301,Why? Whats going on this weekend?,5|5|5_5|5|5,
hit:5222_conv:10444,3,terrified,Going on a rollercoaster this weekend,389,Going to the amusement park!  I've never ridden a rollercoaster!,5|5|5_5|5|5,
hit:5222_conv:10444,4,terrified,Going on a rollercoaster this weekend,301,Oh my gosh thats exciting.  You're going to have such a fun time.  I love roller coasters,5|5|5_5|5|5,
hit:5222_conv:10444,5,terrified,Going on a rollercoaster this weekend,389,I hope so!  I'm so scared of them!  Maybe I'll have fun after I try one!,5|5|5_5|5|5,
hit:5222_conv:10444,6,terrified,Going on a rollercoaster this weekend,301,And if you need to_comma_ just close your eyes,5|5|5_5|5|5,
hit:5222_conv:10444,7,terrified,Going on a rollercoaster this weekend,389,I probably will!  Or throw up lol,5|5|5_5|5|5,
hit:5242_conv:10484,1,terrified,i was scared walkin home yesterday,238,i was scared walkin home yesterday,5|5|5_5|5|5,
