context,prompt,first_utterance
sad,I ma devastated.,I am devastated.
sad,Yesterday_comma_ I got fired from my job. I was so sad.,Yesterday was an awful day for me...I got fired from my job.
sad,I didn't do well on my job interview.,It's such a bummer that I did badly on the job interview I had today.
sad,All of the good shows are ending. It really ruins tv for me.,Every good show on tv is ending or has already ended.
sad,My dog died last week. It was one of the worst days of my life.,My dog died last week. I've been so depressed without her.
sad,My dog is missing. We have been looking for her for almost a week. He is a three year old rescue dog that we have only had for a few months.,My dog is missing! She has been gone for almost a week.
sad,My grandmother passed away two weeks ago. I used to see her everyday and its been really hard lately.,I cant stop thinking about my grandmother. She passed away recently and it hurts to think about.
sad,I was sad when my grandmother passed away_comma_ that was not a good time in my life,I was sad when my grandmother passed away_comma_ that was not a good time in my life
sad,In school_comma_ people would always bully me.,In school_comma_ the kids would always bully me and call me names
sad,I had 20 dollars sitting in my car and I opened my windows. Next thing you know_comma_ the 20 dollars flew out the window.,I had a 20 dollar bill in my car and I opened my windows. I couldn't find it so I'm thinking it flew out the window...
sad,My dog is getting old and is having trouble walking_comma_ it's tough to see.,My dog is getting old and is having trouble walking_comma_ it's tough to see.
sad,My turtle ran away yesterday. I am so sad.,My turtle that I had for 30 years ran away yesterday.
sad,When my grandmother died i was depressed and sad. I couldn't leave my room for a week because i was so sad.,When my grandmother died i kind of lost it a little. shut myself into my room for a while.
sad,My wife left me last year.,My wife up and left me last year
sad,I am sad tonight.  I am broke until next week.,I am feeling down tonight.  I am broke until next week.
sad,Summer is almost over. I'm not happy about it.,Summer is almost over. I can't take it!
sad,I just preordered Black Ops 4. I can't play until October though,Black Ops 4 comes out in October
sad,A girl I asked out just rejected me. Feels bad man.,A girl I asked out just rejected me. Feels bad man.
sad,It makes me depressed seeing homeless people. I wish I could help them but I am going through tough times too.,It makes me depressed seeing homeless people. I wish I could help them but I am going through tough times too.
sad,My grandmother died several years ago. We just got her house cleaned out and had to sell it. We have so many memories from that farm. I will miss it so much.,We just go through selling my grandmothers house last month.
sad,I was very interested in a girl that lives near me. I can't seem to muster the courage to talk to her so I'm feeling pretty down in the dumps. Hopefully_comma_ one day I can let my mind stop racing and just go for it.,I was very interested in a girl that lives near me. I can't seem to muster the courage to talk to her so I'm feeling pretty down in the dumps. Hopefully_comma_ one day I can let my mind stop racing and just go for it.
sad,I remember being really upset when we had to move away from my very first best friend when I was 10,"I remember being really upset when we had to move away from my very first best friend when I was 10"""
sad,I lost my dog last year_comma_ I cried so hard.,I lost my dog last year_comma_ I cried so hard.
sad,I wish my grandma was still alive.,I wish my grandma was still alive.
sad,I cry every time I think of my grandmother.,I cry every time I think of my grandmother.
sad,I saw a kitten get run over by a car.,I saw a kitten get run over by a car.
sad,I cried all night_comma_ my brother is going back to Iraq.,I cried all night_comma_ my brother is going back to Iraq.
sad,My dog ran away today and I cant find her.,Have you ever had a pet run away?
sad,I studied all week last week in preparation for my midterm_comma_ but when I got the results back_comma_ I was disappointed to see a low mark.,I studied all week last week in preparation for my midterm_comma_ but when I got the results back_comma_ I was disappointed to see a low mark.
sad,I was really broken up when we had to put our family dog to sleep,I was really broken up when we had to put our family dog to sleep
sad,I miss my old job. It was fun.,My old job was the best. I miss it.
sad,I miss being in a relationship sometimes.,I miss having a man at home.
sad,My dog just passed away.  I am so hurt right now.,I can't believe my dog just passed away.
sad,When i first joined college i failed most of my units because i had underestimated how good someone needs to prepare before going for an exam paper,I failed most of my Units in my first year of study in college.
sad,I feel sad when I left home,Leaving home makes me feel unhappy
sad,I lost a dear friend 2 days ago,He struggled  with cancer for 2 years
sad,My 15 year old cat just passed away.  I feel so empty and down in the dumps without him.,My 15 year old cat just passed away. I feel so empty and down in the dumps without him.
sad,I got into an argument with my husband last night.,I hate to let people into my personal life but I got into an argument with my husband last night.  It was aweful.  I felt so small.
sad,My girlfriend dumped me the other day.,Hey my girlfriend of 5 years dumped me last week.
sad,My wife forgot it was my birthday.,Hello_comma_ yesterday was my birthday and my wife completely forgot!
terrified,A recent job interview that I had made me feel very anxious because I felt like I didn't come prepared.,Job interviews always make me sweat bullets_comma_ makes me uncomfortable in general to be looked at under a microscope like that.
terrified,I was home alone. I heard a loud noise come from the kitchen.,The other night I was alone and heard a nose coming from the kitchen... it was creepy.
terrified,I was driving down a road at night and my car died. I sat in a car with not lights for hours.,So last night I was driving down this road and my car died and I had no lights.
terrified,I've lost my job and am behind on my mortgage. It scares me that I could lose my home.,I've lost my job and am behind on my mortgage. It scares me that I could lose my home.
terrified,When i was moving and lost my insurance to my car.,I was in the middle of a long distance move_comma_ and somehow misplaced my drivers registration and car insurance!!!
terrified,I am terrified of ghosts.,I am afraid of ghosts.
terrified,We've had some big rain storms where I live this spring and summer. The creek behind my house got almost in the yard twice already. Very scary.,We have had some big rain storms this spring and summer. The creek behind my house got in my yard twice. Very scary.
terrified,I was very afraid in airplane because of turbulence.,I was very afraid in airplane because of severe turbulence.
terrified,Today going to the dentist I was going to have my first root canal done ever along with three other teeth worked on. I knew I would be numbed but that came with the price of a needle being used. I was very nervous and worried.,I was so nervous going to the dentist today_comma_ I thought I would pass out!
terrified,As a child i was sitting in my parents car and a storm started. I was just playing my gameboy and the car started to shake. A log went right through the car window after a couple of minutes of the storm starting.,So yeah this Log even hit me square in the face and i ran out of the car.
terrified,Lately I have been very upset and worried about my financial situation. The stress has been quite overwhelming.,My finances are not the greatest lately and I've been so worried. I haven't been sleeping due to stressing about this situation.
terrified,It was a time of my life where i liked spooky things. I went into a abandoned house and i decided to spend the night. Well i started hearing noises and voices and i just was so scared i ran out the house.,I went into the old abandoned house went and spent the night.
terrified,I was attacked in the street by someone who stealed my bag. I was so scared that I had a panic attack.,I was attacked in the street by someone who stole my bag. I was so scared that I had a panic attack.
terrified,I was babysitting my 2 year old nephew and he tried to dive off the couch headfirst onto the floor.  I caught him by one leg.,The other day I was babysitting my 2 year old nephew and he tried to do a flip off the couch headfirst onto the floor!
terrified,I recently thought I saw a ghost in my house. It was horrifying to me.,I recently thought I saw a ghost in my house.
terrified,I was afraid during the earthquake.,I was afraid during the earthquake.
terrified,My husband had meningitis and then got bells palsey.  I was very very worried.,A few years back_comma_ my husband was diagnosed with viral meningitis and then while in the hospital he got Bells Palsy.
terrified,I am afraid of heights.,I am afraid of heights.
terrified,I just lost my job_comma_ and I've got too many bills.,I just lost my job_comma_ and I've got too many bills
terrified,When a tornado touched down a few hundred feet from my property_comma_ I was pretty scared,I was really scared when a tornado came down a few hundred feet from my house.
terrified,I heard a noise in my house late last night. It sounded like someone was walking around in the kitchen. I grabbed my mace just in case.,Late last night I swore I heard some footsteps coming from my kitchen. I live alone and was convinced someone was in the house.
terrified,I went for a run in the woods with my headphones in and a deer screamed at me.,I go for a run every morning through these woods by my house and I ran right by a deer without realizing it.
terrified,One night when I was crossing a road_comma_ a car didn't see me and almost hit me! I was so scared.,One night when I was crossing a road_comma_ a car didn't see me and almost hit me! I was so scared.
terrified,I was on a walk with my kids_comma_ and these two dogs who are always running around loose causing trouble came running at us like they wanted to attack. I had to stomp my feet and yell to scare them off.,I was out walking with the kids yesterday and these loose dogs who are always running around the neighborhood came up and ran up to attack us. I was so scared that they were going to bite one of the kids_comma_ I just stomped at them and yelled loudly and luckily they were scared off and left.
terrified,My neighbor's house is haunted_comma_ I have seen ghosts in there.,I refuse to go back into my neighbor's home. The last time I was there I saw ghosts all over that place.
terrified,I am terrified of heights,Heights really scare me and I don't know how to get over it.
terrified,I was terrified when I saw a snake,I was terrified when I saw a snake
terrified,I felt really terrified when I heard a loud scream coming from outside last night.,I hope it turned out that everything was OK
terrified,While i was alone at home_comma_ someone robbed me very late in the night,I got robbed_comma_ while i was alone at home
terrified,I had a bad dream last night.,I had a dream the other night that my daughter got lost at school.
terrified,The night my husband went to jail I was so scared. I didn't know what was going to happen to him or how I would get him out. I needed him to support out family. He had made mistakes_comma_ but was a good man otherwise.,My husband went to jail and I didn't know what was going to happen or how I would get him out.
terrified,I was driving and it began to rain so hard that I could see nothing in front of me.,I was driving and it began to rain so hard that I could see nothing in front of me.
terrified,MY daughter is starting junior high. I am nervous and afraid for her.,My daugher is starting junior high soon.
terrified,last night I saw a ghost in my bedroom.  It scared me to death!,Last night I was getting ready for bed and I saw a ghost in my bedroom.
terrified,I was trying to merge onto the freeway with my girlfriend and a semi was going way too fast and veered me towards the concrete border of the highway and I ran over a rock. The rock itself was pretty big and it hit my oil pan_comma_ the oil pan broke and started spilling oil everywhere. If I had not been calm I would have died,thank you so much_comma_ nothing happened to us thankfully my oil pan was broken though
terrified,The other day I was getting my mail and my neighbors little grandson accidentally let the little devil chihuahua out! I dont think I have ever run so fast in my life! What an adrenaline rush.,The other day I was getting my mail and my neighbors little grandson accidentally let the little devil chihuahua out! I dont think I have ever run so fast in my life!
terrified,I was playing with my toddler and there was this HUGE spider on his play tent. This spider was seriously so big. I called my boyfriend and he told me to spray it with hairspray and use one of his shoes to smash it.,I was playing with my toddler and there was this HUGE spider on his play tent. This spider was seriously so big.
terrified,My department just got shut down.,My department just got shut down.
terrified,When I was six years old_comma_ my mom let me watch IT.,I watched IT when I was only six years old.
terrified,I went to the beach_comma_ I hate the water.,I went to the beach even thou I hate the water.
terrified,Riding a big roller coaster for the first time while having a fear of heights_comma_ I was kind of worried how I would do,Riding a big roller coaster for the first time while having a fear of heights_comma_ I was kind of worried how I would do
terrified,almost having a car crash,I was almost in a nasty car crash earlier
terrified,I was so scared when my dad used to scare me as a kid,I was so scared when my dad used to scare me as a kid
terrified,I heard a storm was coming and I got really scared!,I heard a storm was coming and I got really scared!
terrified,I was scared the first time walking on ice. I did not want to fall in,I was scared the first time walking on ice on the pond. I did not want to fall in
terrified,I was scared when they said a big storm was coming!,I was scared when they said a big storm was coming!
terrified,I used to be terrified when I went to sleep. Thought there was a monster under the bed.,Did you ever believe that there were monsters under your bed?
terrified,I have anxiety so I get terrible panick attacks sometimes.,I have bad panic attacks about death after experiencing so much of it the past year
terrified,I am afraid to airplanes.,I am afraid of airplanes.
terrified,I really do not like ants.,I do not like ants.
terrified,I almost got into an accident yesterday. It was terrifying.,I almost got into a car accident yesterday. Have you ever been in one before?
terrified,I am so afraid of waterbugs. One crawled over my foot at my grandmother house over the weekend.,I am so scared of waterbugs.
terrified,A new episode of Stephen Kings new show comes on tonight. It is scary,Stephen Kings new show has a new episode tonight.
terrified,I have to meet new teachers for my kids today. I get scared doing that sometimes.,Its meet the teacher day at the school. I always get nervous doing this.
terrified,Once when i was going to a hockey game with my brother and dad. My dad got mad at my brother and brake the side of the car window.,Long time ago on my way to my brother hockey game something bad happened.
terrified,I have big fear of dogs. I can't explain why,I have big fear of dogs. I can't explain why
terrified,I need a tooth pulled and I am scared to go to the dentist.  SCARED!@#!@,I need a tooth pulled and I am scared to go to the dentist. SCARED!@#!@
terrified,I think I saw someone die today_comma_ I was so frightened.,I think I saw someone die today_comma_ I was so frightened.
terrified,I was lost in the woods one night outside my house. I hear some strange noises that were really scary sounding.,So i got lost outside of my house in the woods one night.
terrified,I was so scared today! I was taking out the garbage and a huge raccoon jumped out at me from behind the trash can!,I was so scared today! I was taking out the garbage and a huge raccoon jumped out at me from behind the trash can!
terrified,So_comma_ I'm dog-sitting for my neighbor right now while she's out of town_comma_ and one of them isn't acting right. They're not eating_comma_ and they seem all morose. I think I might have to take it to the vet...,So_comma_ I'm dog-sitting for my neighbor right now while she's out of town_comma_ and one of them isn't acting right. They're not eating_comma_ and they seem all morose. I think I might have to take it to the vet...
terrified,I'm gonna watch the new episode of Stephen Kings show tonight with the lights on,Stephen Kings new show is so scary.
terrified,I was terrified when I heard a knock at my door late at night,I was terrified when I heard a knock at my door late at night
terrified,I hate taking the subway_comma_ I am afraid I will get robbed.,I hate taking the subway_comma_ I am afraid I will get robbed.
terrified,When a storm touched down close to my house_comma_ it was scary. I was not sure I was going to make it,I was really scared when a bad storm hit close to my house. I thought we could have died
terrified,I heard someone bumping around the downstairs of my house last night after I had gone to bed and it scared me half to death.,I heard someone bumping around the downstairs of my house last night after I had gone to bed and it scared me half to death.
terrified,I think I didn't pay the cab driver and he told me he need the money so badly. I feel so bad_comma_ what do I do?,I think I didn't pay the cab driver and he told me he need the money so badly. I feel so bad_comma_ what do I do?
terrified,My sister talked me into going on a new wild roller coaster. I hate roller coasters_comma_ but I went anyway. It was as scary as I thought.,My sister talked me into going on a wild new roller coaster. I hate roller coasters!
terrified,A really bad summer storm that wasn't predicted came through_comma_ with large wind gusts and heavy rains and hail around the size of a 50cents piece. I wasn't expecting it to storm_comma_ so I was caught really offguard.,The other night_comma_ the sky got really dark and it started raining really heavy and hailing.
terrified,I'm about to move out of state all by myself. It's quite scary to think about,I'm about to move out of state all by myself. It makes me so nervous
terrified,I was at a drive through safari and an elephant started pushing up on the vehicle we were in. Freakin' scary_comma_ man!,I recently went to a safari where I was riding in a vehicle and one of the elephants got a bit rowdy and pushed up against the truck. I was freaking out!
terrified,I am being in fear lately.,I am being in fear lately
terrified,I saw a scorpion in my house. I trapped it under a bowl_comma_ but when I woke up the next day it was gone_comma_ even though the bowl hadn't moved.,I woke up to go to the bathroom in the middle of the night and saw a scorpion. I covered it with a bowl but when I woke up it was gone from the bowl.
terrified,There was a big storm last night. I was so scared.,There was a big storm last night.
terrified,I walked up on a snake in my yard a few days ago.,I had a scare a few days ago.
terrified,I was terrified when I heard strange noises outside that seemed really close,I was terrified when I heard strange noises outside that seemed really close
terrified,I found a biggest spider in my shower this morning. I never knew I could shriek like that..,I found a biggest spider in my shower this morning. I never knew I could shriek like that..
terrified,I am afraid of death.,I am afraid of death.
terrified,I decided to face my fear of heights. I went bungee jumping. I have never been more scared in my life. I survived_comma_ but would never do it again.,I decided to face my fear of heights.
terrified,I thought I saw a bat in my kitchen last night. I was so scared.,I thought I saw a bat in my kitchen last night
terrified,My street almost flooded very bad up to my garage because of the heavy rain today. I have things in my garage that I wouldnt want to get wet and didnt even think it could flood.,My street almost flooded very bad up to my garage because of the heavy rain today. I have things in my garage that I wouldnt want to get wet and didnt even think it could flood.
terrified,I already have 6 kids_comma_ getting pregnant again is so alarming :(,I already have 6 kids_comma_ getting pregnant again is so alarming :(
terrified,I watched a scary film last night and have been horrified about it all day.,I'm feeling really on edge still.
terrified,I am very uncertain if the fuel will be enough to drive me to the next station before I can buy,I am very uncertain if the fuel will be enough to drive me to the next station before I can buy
terrified,I was afraid to see aguy holding a knife toward me,A guy held a knife toward me
terrified,I have to go to a company presentation and make a speech. I'm so nervous that I might mess it up,In a few days I need to go to a company presentation and make a big speech!
terrified,I watched a scary film last night_comma_ and it still has me super spooked.,I am feeling very spooked at the moment.
terrified,About 15 years ago_comma_ I was a passenger on a flight which had to make an emergency landing. It was the most frightening experience of my life,It's certainly not something I would want to live through again. I try to fly as little as possible these days
terrified,I was working late at a fast food place years ago.  Two robbers came in and held us up at gunpoint.  They pistol whipped the manager and locked us in the walk in.,I was robbed at a fast food place years ago.
terrified,I was forced to give a speech in front of a large and completly full auditorium. I had barley any time to prepare and really had no idea what I was supposed to say.,I was forced into covering for my coworker who was supposed to give a large speech to a packed auditorium. I had no time to prepare for it and really no idea what I was doing. I still had to somehow make my way throught the speech!
terrified,I have been attacked last week by robber with a knife. I am still terrible afraid of getting out alone.,I have been attacked last week by robber with a knife. I am still terrible afraid of getting out alone.
terrified,I heard a loud smashing sound from the kitchen.,Yesterday I heard a loud sound coming from my kitchen
terrified,First rollercoaster,I went on my first rollercoaster ride about a month ago
terrified,I was scared when I went home alone the other day,I was scared when I went home alone the other day
terrified,When our home was broken into_comma_ It was so scary.,Our home was broken into.
terrified,a stray dog chased me when i was a kid_comma_ from then on i have never liked dogs,i do  not like dogs since they chased me when i was a kid and bit mre
terrified,I almost hit a deer driving down the highway a few days ago.,I almost hit a deer driving down the highway a few days ago.
terrified,There was a racoon by the dumpster last night when I was taking out the trash.,Last night I went to take the trash out and I almost died.
terrified,A truck almost ran me off the road the other day.,A truck almost ran me off the road the other day_comma_ thank god the median was there. I never understood the expression life flashing before my eyes_comma_ but after that_comma_ I did.
terrified,I heard a hissing noise outside my door and I swear to god it was a snake. It turned out to my brother playing a prank on me.,I heard a hissing noise outside my door and I swear to god it was a snake. It turned out to my brother playing a prank on me.
furious,I ordered for French fries _comma_bit was served burger_comma_that pissed me off!,I could not tolerate the waiters insensitivity_comma_that's poor service indeed!
furious,My mom took away my game system_comma_ and would not give it back ever again.,When i was younger_comma_ my mother would always take away my PC because I would always play video games on them.
furious,My handyman keeps telling me he's coming by to fix my sink_comma_ but then he doesn't show up. Ugh.,My handyman keeps telling me he's coming by to fix my leaky sink_comma_ but he never shows up when he says he will_comma_ ugh.
furious,i am angry against a friend that suppose to help me.,i am angry against a friend that suppose to help me.
furious,My neighbors left town and the weeds are so high_comma_ I'm afraid snakes might start living over there.,I am afraid my neighbors are causing snakes to come over my way.
furious,missing money from my paycheck_comma_ wrong hours and bonus again!,I am so sick of my job not paying us for the proper amount of hours!
furious,My child lied to me_comma_ and went somewhere he shouldnt have went.,So I found something out the other night that made me extremely upset!
furious,I ordered $20 in Krystals the other day. It was terrible.,Don't you hate when you order food and it is terrible.
furious,I was on maternity leave but still working from home some.  My boss would call and scream at me about things that happened while I wasn't even there.,While I was on maternity leave_comma_ I worked from home a little bit.  I don't think my boss liked it very much though.
furious,I was very sick one day and we had to go to the local ER.  They were so inept and spent much of the time talking about their divorces while I was so nauseous.,I was very sick one day and we had to go to the local ER.
furious,I am furious at Trump.,I am furious at Donald Trump
furious,I spent a long time making cookies and my family ate most of them without asking.,I made some cookies from scratch and left to run an errand. When I came back my family had eaten most of them without asking.
furious,I am so mad! All my boyfriend does is play video games 24/7.,I am so mad!  All my boyfriend does is play video games 24/7!
furious,when someone tell me a lie and i found it_comma_i was at the peak of furious,hi_comma_ my friend_comma_i have a request for you_comma_please don't tell lie to me_comma_if i found you were telling lie to me_comma_it hurts me more and i am furious
furious,Someone tried to take my computer when I wasnt looking the other year_comma_ super annoyed by that.,Someone tried to steal my computer a year ago_comma_ got super angry with them.
furious,It's tough to find good online work. I have bills to pay and it's really eating me up.,Man_comma_ it's not easy finding good online work.
furious,My sister stole money from me once.,I can't believe my sister stole money from me recently.
furious,I get furious when I see politicians argue between themselves.,I get furious when I see politicians argue between themselves
furious,MY ex was supposed to bring by $200 today and he doesn't have even half of that. I'm so mad.,My ex is the worse when it comes to payments.
furious,There was a time when I spilled a bowl of cheerios. I flew into a fit of rage so severe that I passed out for a couple of minutes_comma_ only to wake up_comma_ finding myself in the puddle milk and spilt cheerios.,Have you ever spilled a bowl of cereal? I did today and I was absolutely so mad! I flew into a blinding rage and started flailing about so bad that I nearly killed myself!
furious,My son always unplugs my phone while Im a sleep and lets the battery die. I am sick of it.,I wake up to a dead cell phone every single morning.
furious,Someone hit my car during the night.,Someone hit my car during the night. It made me very angry
furious,My internet is started to act weird and its making me mad.,MY internet used to be awesome now it cuts out several times a day.
furious,One time my brother stole my Nintendo 64. I was so mad at him i went into his room and beat him up.,You ever have a little brother that just took your stuff without asking?
furious,One Christmas when I was thirteen years old_comma_ I did not get the play station that I wanted.,I can no longer stand christmas_comma_ because once when i was thirteen I had been told I would be getting a playstation. Christmas came and I never got it.
furious,I am mad at my friend eric,I am mad at my friend Eric because he lied to me
furious,I am so mad that I have to go back to school.,I am so mad I have to go back to school.
furious,my child lied to me,I am trying to keep my cool but its pretty hard right now.
furious,I was furious when I found out a classmate was being cruel to my daughter,I wasextremele upset when I found out a classmate was being cruel to my daughter
furious,When i found out my roommate hadn't paid rent for 2 months i got really mad. He had wasted all my money for rent on other stuff for himself.,Hey_comma_ so guess what my roommate did 2 months ago with my rent money.
furious,My dog pooped on the carpet yesterday.,My dog took a big_comma_ fat_comma_ juicy poop on the carpet last night.
furious,I was so mad at my coworker.  He left for an extended work deployment and I inherited all his unfinished work.,I was so mad at my coworker. He left for an extended work deployment and I inherited all his unfinished work.
furious,I went to traffic court thinking that my ticket would be thrown out but the judge wouldn't give me any lenience.,I went to traffic court the other day and was promised that I would get off with a warning_comma_ but I ended up with a $300 fine.  I was so mad!
furious,For the third time in two weeks someone at work has stolen my lunch and no one will admit it.,Can you believe that for the third time in the past two weeks my lunch has been stolen at work. I am so heated right now.
furious,When strange men come on my property_comma_ swearing and smoking and leaving their butts.,Someone I live with is mentally disabled and doesn't know how to say no...so sometimes weird men come and talk to him and they swear..and smoke on my property and throw their buts on trash my property and it makes me very angry
furious,MY daughter just stuck a bunch of pictures on the wall after I told her not to.,MY daughter just used tape to stick a bunch of photos on her wall
furious,I do not understand why my credit card company would charge me 39 late fee when i was never late before,just once was i late with my payment and they charged me 39 bucks_comma_ i hate visa
furious,they would not do my lawn properly even with the hefty fees they charge monthy,i should stop paying them_comma_ they do not prepare my lawn right for me
furious,There was someone in the supermarket on SAturday who had their toddler pushing the trolley. It was so busy and they were just geting in the way so I got furious.,Hi_comma_ I got angry in the supermarket on saturday
furious,I was upset at the way the school is functioning this year.,I've been upset at the way my daughters' school has changed this year.
furious,I was furious when my mom was gossipped about.,I felt incredibly angry when my mom..who does everything for everyone and with a nice heart was gossiped about by my aunt until none of the family was nice to her
furious,I was furious when ticketed for a car on my own property.,"Well our police don't show up here for even gunshots or rapes but they are so corrupt they had a ""blight"" squad come ticket our nice car for being parked on my own lawn..that I take care of."
furious,I was very mad when my parents punished my brother was something he did not do. It just made me mad,I was mad when my brother got in trouble for no reason. My parents punished him for the wrong reasons
furious,The doctor kept me waiting today for over an hour.  I was late to work because of him!,I was late to work today because my doctor did not see me until well after an hour after my scheduled appointment time.
furious,Last night I had someone break into the house. I was so mad!,"This morning I woke up to find my 120"" flat screen tv gone."
furious,Someone stole my phone!,Last year_comma_ late at night someone stole my phone.
furious,I loaned some money to my friend at work. Turns out he quit a couple days ago and I won't be getting my money back as I have no way of contacting him..,I loaned some money to my friend at work. Turns out he quit a couple days ago and I won't be getting my money back as I have no way of contacting him..
furious,Someone hit my car while it was parked. They didn't leave there information and ended up parking next to me. Had a big talk with the guy who did it.,Someone hit my car while it was parked the other day. He even parked next to my car.
furious,My son stole $600 from me!,I cannot believe that my own son would steal from me!!!!
furious,I was supposed to be off work 3 hours ago. I'm still here.,I was supposed to be off work 3 hours ago. I'm still here
furious,I was at a retail store and was ignored by the cashier who was checking me out.,I was at a retail store and was ignored by the cashier who was checking me out.
furious,My little sister caught off a chunk of my hair when I was sleeping last night. She did it because I came up with a fun but mean nickname for her the day before. But that was way over the line!,My little sister caught off a chunk of my hair when I was sleeping last night. She did it because I came up with a fun but mean nickname for her the day before. But that was way over the line!
furious,My ipad is locked. My son kept putting in the wrong passcode.,MY son always tries to unlock my ipad while I'm sleep. Now it has to be reset
furious,Someone stole my lawn mower last night.,The ONE time I had my security camera off_comma_ someone stole my lawn mower!
furious,Today I came home to find that my dog ripped all our pillows into shreds! I was so angry that I had to punish my dog.,Today I came home to find that my dog ripped all our pillows into shreds! I was so angry that I had to punish my dog.
furious,I was trying to explain something to someone and they cut me off and would not listen.,I was trying to explain something to someone and they cut me off and would not listen
furious,My mailman is the worst.,I have the worst mailman.
furious,Someone stole my car recently.  I am so upset about it!,Some one took my car recently.
furious,I was so mad when I saw the package I ordered from online was ruined!,I was so mad when I saw my ruined package I ordered.
furious,The people that bring more luggage than expected in the airplane are making me angry.,The people that bring more cabin luggage than expected in the airplane are making me angry.
furious,people keep stealing my parksing space in my neighborhood,i cant even park where i want the neighbors keep stealing my parking spaces
furious,My dog urinated on my work papers,Hi_comma_ my dog urinated on my work documents yesterday.
furious,I'm a pretty level-headed driver.  But my one pet peeve that really irks me--to the point of wanting to throw something at the other driver--is a driver on the right side merging at full speed into the furthest lane possible...with NO SIGNAL,I'm generally a calm driver.  But what really agitates me--to the point of wanting to throw something at the other driver--is someone on the right side merging at full speed onto the main road I'm driving on_comma_ towards the furthest lane possible...with NO SIGNAL
furious,when my car insurance got turned off bc someone forgot to pay it,My wife forgot to pay the car insurance_comma_ and i ended up getting pulled over!
furious,I was on the phone with my bank about some overdraft charges that were charged because of their error.  I am still angry about it.,I was on the phone with my bank about some overdraft charges that were charged because of their error. I am still angry about it.
furious,Someone backed into my truck in the parking lot.,Someone backed into my truck in the parking lot.
furious,when someone treated me badly and talked down to me,My boss talked down to me the other day_comma_ it made me so upset!
furious,We were sold a car with a known bad engine. It made me furious as we can't get a refund.,We just bought a car for cheap as ours was in an accident and the guy seemed so normal but lied and the engine has a ton of issues.
furious,I was so mad when I got detention for something I did not do. The kid who did it had nothing bad happen to him either,I got detention when I did not wrong. I was so furious at the kid who actually did the deed
furious,I was furious when a lady left her child in the car. Yesterday at the gas station.,A lady left her young kid in the car yesterday alone in front of the gas station. I would have video taped it but my mom told me after she left. Anything could've happened..and too boot- we are in the ghetto.
furious,My boyfriend cheated on me with my best friend!,My boyfriend cheated on me with my best friend! Why would he do that??
furious,I was really mad when my friend lost her husband,I was pretty upset when my friend lost her husband.
furious,My daughter dropeed an entire carton of eggs in the kitchen.,My daughter just ruined a carton of eggs.
furious,I am so mad at my cable company!  My internet and TV keeps going out and their technicians are incompetant!,I am so mad at my cable company!  My internet and TV keeps going out and their technicians are incompetent!
furious,I am upset that the Jonas Brothers broke up.,I am upset the Jonas Brothers broke up.
furious,Uber Eats did not even bring my order today! Customer sevice was being weird about a refund,I am so upset.
furious,I wanted to buy the new Nintendo Switch and it was sold out. I was so angry at the store.,I wanted to buy the Nintendo Switch from the store but they were sold out.
furious,I was so upset when my friend lied to me about  something_comma_ I yelled at her.,My friend lied to me and I was so upset I yelled at her.
furious,I stubbed my toe last night and cursed angrily.,I stubbed my toe last night and it really made me  lose my temper.
furious,I was checking out today at the grocery store and one of my items busted. It went everywhere and the cashier was so rude about it.,I was checking out today at the grocery store and one of my items busted. It went everywhere and the cashier was so rude about it
furious,I have to take my car to the shop again. Someone rear ended me and my car needs body work.,This is ridiculous. I have to take my car to the shop again.
furious,someone crashed into my car yesterday.,Someone crashed into my parked car yesterday.
furious,when my boss lied to me,My boss lied to me. Im so upset about it.
furious,when a car almost hit me_comma_ on the interstate.,I swear traffic is the worst in this city. I was almost in a car accident on the interstate going 80 MPH the other ady with my baby in the car.
furious,My wife and I had worked all weekend to clean the house. But in 2 hours_comma_ our 4 children destroyed all of it!,Argh_comma_ I'm so angry about yesterday!
furious,Yesterday someone cut me off while I was driving on the road. They almost hit me. I was quite angry when I saw they were looking at their phone and not the road!,I was driving to the store yesterday when some yahoo cut me off. They almost hit my car.
furious,Just got backed into at the grocery store.  My new car now has damage!,Lady backed into my car the other day and proceeds to tell me she doesn't have insurance.
furious,Recently_comma_ a person cut in front of me in line at the super market.  I was very upset about it.,Recently_comma_ a person cut in front of me in line at the grocery store.
furious,I was behind a guy going 10 miles per hour under the speed limit the other day. But when we got to a light that just turned yellow he floored it leaving me at the red light.,So the other day I was behind a guy on a two lane road that was going 10 miles under the speed limit. We approached a light that turned yellow. He floored it and I got stuck at the red light. So mad.
furious,I was driving in a parking lot and someone stole my parking spot.  I was so angry about it.,I was driving in a parking lot and someone stole my parking spot.
furious,I went to Wendy's and the cashier overcharged me!  I was so upset about it.,I went to Wendy's and the cashier overcharged me.
furious,I order a nice breakfast for me and my kids this morning. They got everything wrong!,I ordered a nice breakfast for me and my kids today.
furious,All my money in my bank got stolen due to fraud and I am so mad...,All my money in my bank got stolen due to fraud and I am so mad...
furious,I can't believe all of the classes I wanted to take are already full!,All of the classes I wanted to take are full
furious,I have knee problems and a coworker don't stop making jokes the way I am walking. He making very angry each time.,I have knee problems and a coworker don't stop making jokes the way I am walking. He making very angry each time.
furious,I sent my daughter shopping for school clothes. She cam back with three thing. I am so mad.,I let my daughter go shopping for school clothes with her friends today
