emotion,idx,prompt,first_utterance
furious,35,my friend punched me when he was drunk.,My friend punched me!
furious,36,My sister just got laid off from her job and it made me so angry.,My sister just got laid off from her job. I'm so angry.
furious,37,I am so angry I didn't win my school election.,I am so angry I didn't win my school election.
furious,38,someone his my car in a parking lot,I got back from vacation last week and found a huge dent in my car.
furious,39,I am upset the Eagles lost yesterday_comma_ they lost to the worst team in the league_comma_ and got shutout,I am upset the Eagles lost yesterday_comma_ they lost to the worst team in the league_comma_ and got shutout
furious,40,My mother in law does not know how to mind her business. She continually tells my girls how their father and I should do things,My mother in law does not know how to mind her business_comma_ I don't understand why she has to be so undermining to us.
furious,41,My husband's grandfather just passed away recently_comma_ and his three sons are acting very childish and selfish about everything concerning the will. They even had arguments about who was getting what_comma_ in front of him_comma_ while he was still alive. The whole thing makes me so angry.,My husband's grandfather recently passed away_comma_ and his three sons are acting very childish and selfish about everything concerning the will.
furious,42,I bought a bag of frozen fish and when it unthawed it had already gone bad. I was so upset.,I bought a bag of frozen fish last week to cook today.
furious,43,I bought some milk and didn't pay attention to the date. IT expires tomorrow!,I bought some milk today. My kids love cereal!
furious,44,How can i not be how I am when my wife wasted all my retirement money,How can i not be made at her when my wife wasted all my retirement money
furious,45,when i broke my favorit glasses,i broke my expensive favorite pair of glasses. im blind without them
furious,46,My dog pooped in my wig today. I was so mad!,My dog pooped in my wig today. I was so mad!
furious,47,Someone keyed my truck in a restaraunt parking lot last night,Someone keyed my truck in a restaraunt parking lot last night
furious,48,My neighbor shot my dog because he pooped on his lawn. I'm so angry right now I'm trying to find a way to ruin his life.,My neighbor shot my dog and nearly killed him yesterday! All because he pooped on his driveway. I get it_comma_ my dog should go somewhere else_comma_ but shooting him?!
furious,49,my next door neighbor's dog. I cannot stand the barking.,I cannot stand my neighbor's dog's barking_comma_ its never ending
furious,50,We were sold a car with a known bad engine. It made me furious as we can't get a refund.,We just bought a car for cheap as ours was in an accident and the guy seemed so normal but lied and the engine has a ton of issues.
furious,51,I was at work_comma_ and one of my friends had to go. I was so mad_comma_ because that meant I had to do all the work!,I was at work_comma_ and one of my friends had to go. I was so mad_comma_ because that meant I had to do all the work!
furious,52,My cats are tearing up my basement! They've been so bad lately and just ripping up valuable furniture. They are acting like little demons.,My cats for the most part are angels_comma_ but they've absolutely destroyed a very nice sofa bed my grandmother left me when she passed.
furious,53,Can you believe my car broke down!,Can you even believe my car broke down?
furious,54,My dog urinated on my work papers,Hi_comma_ my dog urinated on my work documents yesterday.
furious,55,I was so mad when some guy cut me off in traffic!,I was so mad when some guy cut me off in traffic!
furious,56,I was very upset when I heard that my friend had lied to me,I was really upset when I heard my best friend lied to me
furious,57,Yesterday my dog found my leather loafers and thought they were a chew toy. I was livid when I found the lumps that used to be my nice shoes. That mutt!,Yesterday I found my dog chewing my leather loafers. Apparently he thought they were a chew toy. I was livid.
furious,58,a dude pulled out in front of me_comma_ almost causing a wreck!,a guy pulled out in front of me_comma_ almost caused a dang wreck
furious,59,Someone stole my lawn mower last night.,The ONE time I had my security camera off_comma_ someone stole my lawn mower!
furious,60,My dogs keep attacking my poor ducks. I don't know what to do.,My dogs keep attacking my poor ducks. I don't know what to do
furious,61,I got cut off in traffic the other day and it made me so angry!,I got cut off in traffic the other day I almost wrecked. It ticked me off.
furious,62,when a car almost hit me_comma_ on the interstate.,I swear traffic is the worst in this city. I was almost in a car accident on the interstate going 80 MPH the other ady with my baby in the car.
furious,63,My dog pooped on the carpet yesterday.,My dog took a big_comma_ fat_comma_ juicy poop on the carpet last night.
furious,64,Once i got the wrong order when i paid 600$ for my television. WHAT?,It was bad and ontop of it they refused to admit their mistake
furious,65,I came home the other day and saw that my dog had chewed up my shoes and had pooped on my floor. I had to clean up so much poop it was gross,I just got home from work and I cannot even begin to tell you how mad I am right now!
furious,66,i was pissed when i saw that someone put a dent in my car door,i was pissed when i saw someone put a dent in my car door
furious,67,I'm so mad at people around my apartment just throwing their used cigarettes all over the sidewalk.,I'm super mad at people around my apartment complex. They keep tossing their used cigarettes all over the sidewalk.
furious,68,I'm furious_comma_ all the classes I needed to enroll in this semester are filled up!,I'm furious_comma_ all the classes I needed to enroll in this semester are filled up!
furious,69,Yesterday while waiting in traffic_comma_ a Toyota Camry car hit my car from behind. Even though it was a gentle touch_comma_ it left scratches on my back bumper,When in traffic yesterday_comma_ i got a hit from behind by a Toyota Camry car. Even though it was a gentle touch_comma_ it left scratches. So disgusted at the driver
furious,70,I sent my daughter shopping for school clothes. She cam back with three thing. I am so mad.,I let my daughter go shopping for school clothes with her friends today
furious,71,My puppy urinated on my outing cloth_comma_ I became so angry_comma_ that I tried to hit her,Oh yeah_comma_ I kept it to iron it_comma_ for me to come out and see her on my beautiful dress
furious,72,i was pissed when i saw a dent in my car door,i was pissed when i saw a dent in my car door
furious,73,I am upset that the Jonas Brothers broke up.,I am upset the Jonas Brothers broke up.
furious,74,My daughter is at the age where she lies about everything,MY daughter lies about everything now
furious,75,I couldn't finish my plate,I got mad because I was too full to finish my plate at the buffet
furious,76,Someone tried to take my computer when I wasnt looking the other year_comma_ super annoyed by that.,Someone tried to steal my computer a year ago_comma_ got super angry with them.
furious,77,My mom cheated on my dad!,My mom cheated on my dad!! How could she??
furious,78,I was upset that my daughter total the car in the accident. She said that she was not responsible for the accident.,It is so upsetting that my daughter was in a car accident. I am thankful that she was fine but we lost our car because of someone's bad judgment.
furious,79,My father continuously gambles all his earnings away even though he has two minors to support. When I found out_comma_ I was too angry to look at him.,My father continuously gambles all his earnings away even though he has two minors to support.
furious,80,My cats ripped up my brand new couch! I know they're just animals who might know any better but it was a gift from family!,Oh boy I am livid! I just got this new couch from my family and my cats have already shredded an entire side of it.
furious,81,My family cannot agree on what to eat for dinner and its making me so mad!,So tonight we are suppose to go eat out as a family but I cant get a single one of my family members to agree on a place. So frustrating!
furious,82,A few years ago_comma_ my car got broken into. The thief broke out a window_comma_ and stole my speakers and all of my c.d.s.,A few years ago_comma_ when I was first out on my own_comma_ my car got broken into.
furious,83,A worker was supposed to come to look at my ac. I changed all my plans to wait for him. He didn't show up and didn't call!,A worker was supposed to come to the house to fix my air conditioning. I changed my plans for him and just sat there. Then he never showed up and didn't even bother to call.
furious,84,I am so mad my brother stole my car.,I am so mad my brother stole my car.
furious,85,I am so angry against Trump. He is started this tax war and now everything is increasing.,I am so angry against Trump. He is started this tax war and now everything is increasing.
furious,86,i was pissed when i saw someone had put a dent in my door,i was pissed when i saw someone had put a dent in my door
furious,87,I can't believe my son took my car without asking me! I missed an important job interview because I couldn't drive!,My son is such a rascal! He took my car for a joy ride!
furious,88,Nothing makes me more furious than bullies. Playground or politics_comma_ I find them intolerable.,I hate bullies. Playground or politics_comma_ I find them intolerable.
furious,89,I was infuriated by an air hostess,She was not polite
furious,90,I asked my roomie if he wanted cake_comma_ and he said no. Turns out he ate all my cake.,I asked my roomie if he wanted cake_comma_ and he said no. Turns out he ate all my cake.
furious,91,I was really mad when my friend lost her husband,I was pretty upset when my friend lost her husband.
furious,92,my child lied to me,I am trying to keep my cool but its pretty hard right now.
furious,93,My old roommate didn't clean out his room or the kitchen when he left. The university charged me and the other roommates 100$,My old roommate didn't clean out his room or kitchen when he left. My school charged the rest of us $100 because of him.
furious,94,I get aggravated when my daughters have too much homework.\,Sometimes my daughters have too much homework.
furious,95,I am so mad my flight got canceled.,I am so mad my flight got canceled.
furious,96,I was furious when my friend made fun of me in front of random strangers,I was furious when my friend made fun of me in front of random strangers.
furious,97,I just got back from grocery shopping at the store. I was overcharged for my beer.,I just picked up a 6-pack at the grocery store but I am not a happy camper.
furious,98,i was mad yesterday when i saw someone had put a dent in my door,i was mad yesterday when i saw someone had put a dent in my door
furious,99,I caught my neighbor letting his dog poop on my lawn.,Yesterday_comma_ I caught my neighbor letting his dog poop on my lawn. I had a few choice words for him.
furious,100,I got really mad yesterday because my husband made a huge mess in the house.,I got really mad yesterday because my husband made a huge mess in the house.
furious,101,My son used to be so stubborn about getting up in the morning and gong to school. It would make me so angry. It was always a huge fight. I'm so glad he has grown out of that..,My son used to give me such a hard time in the morning when he had to get up for school.
furious,102,The other day I seen someone had broken into my car. They didn't take anything. I'm not sure if I should feel violated_comma_ or bad because I had nothing worth stealing.,Someone broke into my car the other day_comma_ but they didnt steal anything.
furious,103,I put in vacation request months ago and am now just being told they can't grant it.,I put in vacation request months ago and am now just being told they can't grant it.
furious,104,I was sitting eating dinner when all of the sudden my cat jumped on the kitchen table and knocked over my food! I was SO mad.,I have this cat that loves to cause issues
furious,105,The ref called my goal back that I scored. He didn't see it go in.,This ref had the gall to call off my goal.
furious,106,I was pretty mad last week when my ac broke. It was very hot,I was pretty mad last week. My ac broke and it was so hot
furious,107,This new printer at work is SO AWFUL_comma_ I HATE IT,Man. This printer is GETTING ON MY NERVES!!
furious,108,I was pulling into the gas station and this kid felt the need to not only almost hit me but also call me extremely awful names.,I can't believe this! Some kid at the gas station nearly hit me and then had the nerve to call me awful names!
furious,109,When I got back from vacation_comma_ most of my garden was dead. My dad promised me he would water it!,When I got back from vacation_comma_ most of my garden was dead. My roommate promised me she would water it!
furious,110,I got crashed into this morning by another car who was texting while driving,I got crashed into this morning by another car who was texting while driving which was horrible
furious,111,My cat pooped on the bed the other day_comma_ I threw away the sheet,My cat pooped on the bed the other day_comma_ I threw away the sheet
furious,112,Someone keyed my car at work today! Injust got the car last week!,Someone keyed my car at work today.
furious,113,who keeps taking my bloody shoes,feelsbadman_comma_ some one in this absurd family ! WHO KEEPS ON TAKING MY BLOODY SHOES!
furious,114,Someone broke the headlight on my truck.,Someone broke the headlight on my truck.
furious,115,i was pissed when i saw a dent in my door,i was pissed when i saw a dent in my door
furious,116,There was someone in the supermarket on SAturday who had their toddler pushing the trolley. It was so busy and they were just geting in the way so I got furious.,Hi_comma_ I got angry in the supermarket on saturday
furious,117,I was so mad when I got detention for something I did not do. The kid who did it had nothing bad happen to him either,I got detention when I did not wrong. I was so furious at the kid who actually did the deed
furious,118,I was behind a guy going 10 miles per hour under the speed limit the other day. But when we got to a light that just turned yellow he floored it leaving me at the red light.,So the other day I was behind a guy on a two lane road that was going 10 miles under the speed limit. We approached a light that turned yellow. He floored it and I got stuck at the red light. So mad.
furious,119,Someone tried to steal the tailgate off of my truck last night.,Someone tried to steal the tailgate off of my truck last night.
furious,120,I was at work and my friend left to go to the bathroom and didn't come back for what seemed like 30 minutes! There were so many customers that I had to deal with!,I was at work and my friend left to go to the bathroom and didn't come back for what seemed like 30 minutes! There were so many customers that I had to deal with!
furious,121,I am furious at the person who abused the dog I have.,I am very angry at the person who bred_comma_ starved and then abandoned (or maybe she broke free) the dog I have.
furious,122,I missed my train yesterday. I was so mad at myself!,"I missed my train yesterday. I was so mad at myself!"""
furious,123,Our car was broken in too when we were asleep! I have cameras but need to get cords and figure out how to set them up! Makes me mad they weren't yet_comma_ however even when police have videos here_comma_ they don't do anything about it anyway! So ready to be out of this neighborhood,Our car was broken in too when we were asleep!
furious,124,Someone backed into my truck in the parking lot.,Someone backed into my truck in the parking lot.
furious,125,I am so mad at Trump.,I am so mad at Trump.
furious,126,The mechanic who came to fix our air conditioner overcharged us by $200.,The mechanic who came to fix our air conditioner overcharged us by $200
furious,127,I saw someone throw a little kitten out of his car window as he stopped at an intersection. How could anyone do that? I picked up the poor little kitten.,I saw someone throw a little white kitten out of his car window as the car stopped at a stop sign.
furious,128,I once found out my step father was stealing money from my mother to buy drugs. I confronted him about it and got in a fist fight with him.,Have you everr been in a fist fight with anyone?
furious,129,Someone bumped the back of my car while they were talking on their phone. That really made me angry.,Someone bumped the back of my car while they were talking on their phone.
furious,130,Someone hit my car and fled the scene. I wish I could find the person,Someone hit my car and fled the scene
furious,131,MY ex was supposed to bring by $200 today and he doesn't have even half of that. I'm so mad.,My ex is the worse when it comes to payments.
furious,132,I was camping last weekend and there were these giant deer flies that kept biting me. It really hurt a lot and they were fast and hard to swat.,I was camping last weekend and I kept getting bitten by very big deer flies. It was so annoying!
furious,133,I stubbed my toe last night and cursed angrily.,I stubbed my toe last night and it really made me lose my temper.
furious,134,I found out my brother in law's wife was cheating on him with MY brother. I can't believe it!,I just found out my brother in law's wife was cheating on him. And guess who it was with? My friggin' brother!
furious,135,I hate it when people cut me off in traffic,I hate it when people cut me off in traffic
furious,136,Someone took my laptop from my car. I am so angry someone stole it.,Someone took my laptop from my car.
furious,137,My moms full coverage insurance won't pay for ANY dental work- So she has had to save $500 per tooth to get them pulled and it's over $800 for each NEW tooth.,My moms full coverage car insurance won't pay for ANY dental work after her car accident.
furious,138,A co-worker stole my lunch I believe. I ended up having to skip a meal,A co-worker stole my lunch
furious,139,i was upset when i couldnt leave work,i was upset when i couildnt leave work
furious,140,I forgot to pay the electric bill last week so a lady came yesterday to turn the power off.,I forgot to pay the electric bill last week so a lady came a turned the power off.
furious,141,My boss just informed me that I will be getting a bunch of unfinished work from a coworker that was promoted. I am so mad that I have to do my stuff and someone elses incomplete work!,My boss just informed me that I will be getting a bunch of unfinished work from a coworker that was promoted. I am so mad that I have to do my stuff and someone elses incomplete work!
furious,142,Really tired of the person in my life continuing to repeat the same mistakes. I don't know how much more I can take of this.,Really tired of the person in my life continuing to repeat the same mistakes.
furious,143,i hate sitting around doing nothing. it drives me nuts to do nothing at work when i have a million things to do at home,i hate sitting around doing nothing. it drives me nuts to do nothing at work when i have a million things to do at home
furious,144,I found my girlfriend having sex with my best friend. They are both just aweful human beings!,I found my girlfriend having sex with my best friend
furious,145,some one ran into my car and drove off!,some one ran into my car and drove off
furious,146,I was trying to hurry around the house. While I wasn't paying attention fully my foot struck against my dogs toys and stubbed my toe.,I was hurrying around the house and wasn't paying attention fully_comma_ I ending up hitting my toe on my dogs toys.
furious,147,The other day I was at work and my friend wouldn't help do any of the work! the entire day she just sat there and talked_comma_ I was so mad at her. I practically did all the work that day,The other day I was at work and my friend wouldn't help do any of the work! the entire day she just sat there and talked_comma_ I was so mad at her. I practically did all the work that day
furious,148,My daughter borrowed my car and ended up hitting another car in the parking lot.,My daughter borrowed my car the other day and you won't believe what happened.
furious,149,My cat tore apart my favorite book. She managed to do it while I went to get a package,My cat tore apart my favorite book this morning
furious,150,I dropped my phone earlier and the screen shattered. Im so mad. This phone was really expensive and now i have to get it fixed,I am so mad right now!
furious,151,Someone smashed into my car and left. People are horrible!,Someone smashed into my car and left. People are horrible!
furious,152,I am mad that the summer is almost over.,I am mad that the summer is almost over.
furious,153,I injured my foot a couple of days ago (muscle strain). Now my co-worker keeps calling me slow and laughing about it. When she's not calling me crippled instead.,I'm having such trouble with a co-worker. She has no manners at all!
furious,154,My best friend stole my car last week. I want to beat him up,My best friend stole my car last week
furious,155,My dog pooed all over the floor!,My dog pooed all over the floor.
furious,156,I walked home one night. I caught my wife sleeping with my best friend,One night I came home and caught my wife sleeping with my best friend
furious,157,I'm so mad at my neighbor! He's working on his home and dropped nails in the street. I got a flat tire because of him.,I'm so mad at my neighbor! He's working on his home and dropped nails in the street.
furious,158,having something stolen,i got home from work today and found someone stole my tv
furious,159,I woke up to there being no toothpaste left_comma_ my boyfriend used it all and I had to go to work!,Today before work when I went to brush my teeth_comma_ there was no toothpaste left. My boyfriend used it all!
furious,160,My roommate had sex on my bed. What a jerk!,My roommate had sex on my bed.
furious,161,I am angry that I can not go out this weekend.,I am angry that I can not go out this weekend.
furious,162,I ordered a pizza tonight. When it got here it didn't have cheese on it.,I ordered pizza for dinner tonight.
furious,163,Anytime I see people just throwing garbage on the street I feel anger.,I get angry when people don't use trash cans.
furious,164,My friends wouldn't go with me to the gym last night. I was so angry that I broke my tv.,My friends wouldn't go with me to the gym last night. I was so mad that I shattered my phone.
furious,165,I;m so mad with my brother. He stole from me and didn't think I would notice.,My brother stole from me and when I found out about it he didn't even apologize!
furious,166,We had a puppy going through the chewing stage. I came home from the grocery store to find that he had taken the couch cushions off of the couch and chewed through the center!,We had a new puppy. He loved to chew on everything. I went to the grocery store and when I got back home_comma_ the puppy had pulled the cushions off of the couch. He had chewed through the bottom!!
furious,167,I lost my credit card and someone charged 500 dollars on it. I am so angry about it.,I lost my credit card and someone charged 500 dollars on it.
furious,168,I bought a movie on demand last night and my kids left after like 5 minutes,I bought a movie on demand last night and my kids watched like 5 minutes and left
furious,169,someone crashed into my car yesterday.,Someone crashed into my parked car yesterday.
furious,170,I was in McDonald's drive thru to place my food order. When I arrived home_comma_ I noticed they gave me the wrong order !,I was in McDonald's drive thru to place my food order. When I arrived home_comma_ I noticed they gave me the wrong order !
furious,171,When my children make a huge mess_comma_ after I get the house cleaned.,The world would be a cleaner place if not for children.
furious,172,I saw someone throw trash from a moving car yesterday.,I saw someone throw some trash from a moving car yesterday. I was so angry.
furious,173,The people that bring more luggage than expected in the airplane are making me angry.,The people that bring more cabin luggage than expected in the airplane are making me angry.
furious,174,Someone broke out my car window. I am so angry it happened.,Someone broke out my car window.
furious,175,I got cut off in traffic the other day. There was noone behind me for a long way but no_comma_ they had to go right in front of me. Had to slam my breaks,I hate when people pull in front of you_comma_ especially when it's clear behidn you.
furious,176,I lost my job because my company didn't pay rent at our location.,I lost my job because my company didn't pay rent at our location.
furious,177,One of my coworkers has been arguing with his supervisor frequently. Despite this_comma_ he hasn't been fired and he's even gotten extra hours--which I don't think is right at all!,One of my coworkers has been arguing with his supervisor a LOT lately.
furious,178,So my kid loves to play with stupid model cars and stupid tiny legos. Well he didn't clean them up and this morning I rolled out of bed tired and walked to the kitchen and stepped on a stupid lego!! I could have set a bomb off I was soooo mad.,So my kid loves to play with stupid model cars and stupid tiny legos. Well he didn't clean them up and this morning I rolled out of bed tired and walked to the kitchen and stepped on a stupid lego!
furious,179,My son stole $600 from me!,I cannot believe that my own son would steal from me!!!!
furious,180,it makes me really mad to see homeless people on the street_comma_ i think there should not be that many homeless people makes me really mad,It really makes me angry to see that many homeless people on the street
furious,181,I cannot believe that my wife cheated on me!,My wife cheated on me! It's absurd!!
furious,182,I can't find my car keys since last night!,I can't find my car keys since last night
furious,183,I won tickets to a concert and when we got there_comma_ they were supposed to have the tickets at the box office and they didn't so the refused us no matter how much proof we gave that we won. It was ridiculous!,I won tickets to a concert and when we got there_comma_ they were supposed to have the tickets at the box office and they didn't so the refused us no matter how much proof we gave that we won. It was ridiculous!
furious,184,My ipad is locked. My son kept putting in the wrong passcode.,MY son always tries to unlock my ipad while I'm sleep. Now it has to be reset
furious,185,my brother did something stupid,like who on earth writes var int value = 1_comma_ this is so ridiculous i am so annoyed at my brother_comma_ after everything i tought him_comma_ he doesn't even know the basics
furious,186,My dog crapped on my rug yesterday. I was so irked.,My dog took a crap on my new rug yesterday.
furious,187,I hate that I am the only one who cleans around here. It really gets on my nerves,I am the only one who cleans in my apartment
furious,188,I am so mad that my brother stole 100 bucks from me.,I am so mad that my brother stole 100 bucks from me_comma_
furious,189,I recently purchased a new car_comma_ and within the week got rear-ended in traffic,I recently purchased a new car_comma_ and within the week got rear-ended in traffic
furious,190,I was supposed to be off work 3 hours ago. I'm still here.,I was supposed to be off work 3 hours ago. I'm still here
furious,191,My 15 year old stole a familys member bank card number and overdrawn the account by 500_comma_ with buying mine craft stuff for his game that he had on his phone,My 15 year old stole a family members bank card number and overdrawn the account by $500. I was so mad I asked him about it and he had the nerve to lie to me even with the proof that I needed
furious,192,I get really upset when ever someone cuts me of in traffic. I just dont see why people think it's ok to do that.,I got so annoyed the other day. Got cut off in traffic.
furious,193,My daughter snuk out the window last night. Cops brought her home this morning. she was still drunk,My daughter snuk out the window last night.
furious,194,I am furious at Trump.,I am furious at Donald Trump
furious,195,I felt really mad about a tech problem today. I can't figure out how to download a game to a certain drive.,I felt pretty frustrated at some tech problems I had earlier. I couldn't find a way to download a game to a different drive.
furious,196,Some one told a lie about me,Some one lied to my girl friend
furious,197,My best friend broke my bicycle. I was very angry on him.,That day_comma_ my best friend broke mt bicycle.
furious,198,My Superior questioned about my work in front of my colleagues. But I didn't make any mistake.,I got angry with my superior.
furious,199,I was furious to hear that my dental bill was three times of what I was expecting!,I was furious today when I heard my dental bill was going to be three times more than what I expected!
grateful,0,I got my mortgage last month and i am pretty happy for becoming a homeowner,I decided to become a homeowner and successfully got my mortgage last month
grateful,1,I had to go to a wedding far out of the city I live in_comma_ and needed someone to watch my dogs. A friend took over last minute and agreed to watch them for the weekend.,I was going to a wedding outside of my city_comma_ and had arranged to have my dogs watched while I was gone_comma_ but the person backed out really soon before I had to leave.
grateful,2,My old boss put in a good word for me at a new organization and helped me land a new job.,My boss at my old job was nice enough to put in a good word for me at a new organization and helped me land a higher paying job!
grateful,3,I found my stolen bike before I knew it was stolen.,I found my bike infront of a store before i even knew it got stolen
grateful,4,I knew that some of friends were going on a trip and it was unlikely that I'd get to go. Surprisingly I got to go so I was really happy.,Recently I knew that my friends were going on a trip and I really wanted to go.
grateful,5,I lost my house in a fire last year. All my friends banded together to help me in any way they could think of.,I lost my house in a fire last year. All my friends banded together to help me in any way they could think of.
grateful,6,My son always thinks of me when I need it most.,My son always thinks of me when I need it the most. He's super intuitive.
grateful,7,My brother asked me to church yesterday. It was a nice feeling and gesture from him,My brother asked me to church yesterday. It was a nice feeling and gesture from him
grateful,8,I am so blessed to be able to have a car.,I am so blessed to be able to have a car.
grateful,9,i feel very thankful for everything that i have_comma_ i live a really good life in my liking,i really am thankful for everything that i have and had
grateful,10,I recently went to a rock concert. We weren't going to go_comma_ but someone gave her 3 free tickets. We went and had a great night.,Some people are just so generous. Really makes you feel like there is some humanity left out there.
grateful,11,I am grateful for my life right now_comma_ I have a girlfriend_comma_ a good job_comma_ and a good group of friends,I am grateful for my life right now_comma_ I have a girlfriend_comma_ a good job_comma_ and a good group of friends
grateful,12,I'm glad I made friends at ym job. I usually keep it professional,I usually keep only professional relationships at work.
grateful,13,My friend lost her job but won $5_comma_000 from a scratch-off ticket.,My friend lost her job but won $5_comma_000 from a scratch-off ticket.
grateful,14,I was very fortunate that I lives so close to my grandparents while they were alive.,I was very fortunate that I lives so close to my grandparents while they were alive
grateful,15,thankful for my family_comma_ thankful to have a roof over my head in these stressful times,I am so thankful for my wife_comma_ and child. I honestly dont know what I would do without them.
grateful,16,I needed gas and didn't have cash. Some stranger paid for it without me even asking.,I needed gas and didn't have cash. Some stranger paid for it without me even asking.
grateful,17,I had to go to the food bank today. I ran out of formula and I didn't realize that the one bottle I had left had expired. Luckily they gave me more than enough formula to make up for it.,I had to go to the food bank for some formula today_comma_ because I ran out unexpectedly. I am glad they were able to help me.
grateful,18,I am honored I get visit China next year.,I am honored I get to visit China next year.
grateful,19,There was a test that I needed to pass in order to graduate college. I was having so much trouble understanding the subject and really didn't feel like I could do it on my own. My sister sat down with me and really went over the whole thing allowing me to finally understand it and get a great grade on the test!,I had to take a test in order to graduate college but I really didn't understand the subject at all and couldn't get anywhere studying on my own. After a lot of agony my sister sat down with me and went over it in detail. She really helped me to learn and understand it. Thanks to her I got a great score on the test!
grateful,20,My best friend helped me assemble a surprise party for my sister,My best friend helped me assemble a surprise party for my sister in record time
grateful,21,I am so happy all of my kids will be in school this year. Some peace and quiet finally,all of my kids will be in school this year
grateful,22,My friend bought me dinner tonight. It made me really appreciate him,My friend bought me dinner tonight. It made me really appreciate him
grateful,23,My parents took me out eat. It was a really nice thing for them to do.,My parents took me out to eat at a fancy restaurat last night.
grateful,24,I've been wanting to buy a massage table for a while now. My mom gave me a gift card that finally made it possible.,I have been wanting to buy a massage table for my business.
grateful,25,Healthy baby after a high risk pregnancy.,I had a high risk pregnancy up until a few months ago. I felt the most grateful I'd ever been when my baby turned out healthy.
grateful,26,I'm so grateful to have awesome neighbors_comma_ they look after my house when I'm on vacation!,I'm so grateful to have awesome neighbors_comma_ they look after my house when I'm on vacation!
grateful,27,When my dog ran out of my house my neighbor was able to catch him. I am so happy I have such a nice neighbor. He does things for me all the time.,My dog ran out of the house into the street the other day. Luckily my neighbor was there and caught him for me.
grateful,28,I'm so happy I've been doing well in school while working. For a while I thought I would have to drop out.,I've been doing great in school so far.
grateful,29,I visited an orphan once and just being there made me so thankful for parents and family,I visited an orphan once and it was such a surreal moment. It made me realise how thankful I should be for a family
grateful,30,I am so happy I am an independent woman. It took a while but I'm here.,I love being independent.
grateful,31,My dad gave me some money to buy some e-cig liquid for my vape_comma_ I am so thankful!,Recently_comma_ my dad gave me some money to buy e-cig liquid for my vape_comma_ I am very thankful!
grateful,32,I just got a new job and they offered to pay off my school debt.,I just got a new job and they offered to pay off my school debt
grateful,33,my test being paid for when i couldnt afford it,i took my pharmacy tech certification test last week_comma_ but almost wasnt able to because i couldnt afford the $200 fee for the test. my aunt heard and reached out and paid it for me as a gift.
grateful,34,For the good things and those that are not so good_comma_ I must give thanks ... the good ones make me feel good_comma_ the others make me grow,Hello ... I give thanks for the good things and the things that do not_comma_ the good things make me feel good and the satisfaction and the bad things are internal growth
grateful,35,I feel like these days my life keeps just getting better and better. I'm a beginning entrepreneur and for the first time paid my full rent with 100% self-employment cash.,My life is pretty awesome. I'm new to the entrepreneur life and just paid my full rent with 100% self-employed profit.
grateful,36,I have been feeling so blessed! I randomly got a promotion at work_comma_ wasn't expecting it.,I just got a promotion at my job!
grateful,37,My mom bought me a gift for my birthday,My mom spent a lot of money buying me a computer for my birthday
grateful,38,I just saved 20 percent on my car insurance by switching to another company. I am very thankful for the savings.,I just saved 20 percent on my car insurance by switching to another company.
grateful,39,I felt grateful when my dad helped me get a new car. He was there with me the whole time,I was grateful when my dad helped me buy a car. He was there the entire time
grateful,40,once when i went to shopping i mistakenly parked my car at a no parking place which i was not aware,when i went for shopping i parked my car at a no parking zone which i am not aware _comma_ police approached the car and was about to tow it away
grateful,41,I just bought a new car because of my new job and I am very happy,I am feeling good because I got myself a gift recently.
grateful,42,A friend bought me my movie ticket yesterday. It was a nice gesture by him,A friend bought my movie ticket yesterday. It was a nice gesture by him
grateful,43,My sister came to stay with us when I was sick. She took a week off work.,My sister came to stay with me when I was recovering from surgery.
grateful,44,I'm really lucky to have the family that I do. We're all so very close knit and the togetherness really helps me get through some tough times. I'm so fortunate to be around them.,I just moved back near family_comma_ and I'm feeling overwhelmed with how close knit everything is again.
grateful,45,I am so happy my boyfriend and I got back together. We are going to get married. I just know it,I glad my boyfriend and I reconciled
grateful,46,I'm happy with my health right now. I'm at a healthy weight_comma_ I have no aches or pain_comma_ and I'm still pretty young. I think young people take for granted their ability to not feel physical pain.,I'm happy with my health right now. I'm at a healthy weight_comma_ I have no aches or pain_comma_ and I'm still pretty young. I think young people take for granted their ability to not feel physical pain
grateful,47,I'm so happy I have my dogs in my life_comma_ they are so loyal and happy.,I'm so happy I have my dogs in my life_comma_ they are so loyal and happy.
grateful,48,My son had to have an MRI done because of seizures and thankfully it was clean.,My son was diagnosed with epilepsy recently and he had to have an MRI done.
grateful,49,I think everyday how fortunate I am to have a house_comma_ car_comma_ food_comma_ water and air to breathe. There are so many people in the world who don't even have clean water to drink.,I think everyday how fortunate I am to have a house_comma_ car_comma_ food_comma_ water and air to breathe. There are so many people in the world who don't even have clean water to drink
grateful,50,Family gave me some money to fix the house we just bought.,Family gave me some money to fix the house we just bought
grateful,51,A friend of mine is not feeling well today. He gave me his tickets to the Kid Rock concert tonight.,My friend is not feeling well today.
grateful,52,My family looks out for me no matter what.,My family looks out for me no matter what_comma_ it's great to have them on my side_comma_ especially when I was struggling.
grateful,53,I'm pregnant but wasn't able to have a baby shower but all my friends and family sent us nice little gifts.... It was such a nice thing of them to do,I'm pregnant but wasn't able to have a baby shower but all my friends and family sent us nice little gifts.... It was such a nice thing of them to do
grateful,54,My boss wasn't giving me Sunday hours_comma_ which is when we get time and a half. I asked_comma_ and now I get hours on Sunday every week!,My boss has been giving me hours I really want lately.
