context,prompt
lonely,"After moving to Dallas from a small town I felt I would like it, but after a few weeks of not knowing anyone I got home sick."
lonely,I feel like I am going to be single forever. Every date I go on is terrible.
lonely,my whole family is out of town
lonely,My husband had to go out of town for work. He will be gone for 2 months. I don't know what I will do.
lonely,I felt really alone when my dog passed away last month. He was always by my side all the time.
lonely,I felt alone last weekend. All of my friends were out of town
lonely,My kids are still on vacation with my parents for another wee. I really miss them.
lonely,I invited all of my online friends in Fortnite. None of them joined to my surprise.
lonely,I lived in New York City for a couple years and it is definitely a place where one can feel quite alone if you don't have family or friends.
lonely,"I'm pretty bummed, I have to dog watch my parent's dog all weekend by myself."
lonely,I feel abandon these days.
lonely,When I think of my life I feel lonely. I live alone with no family.
lonely,my daughter went on vacation with her friends and the house feels really alone without her
lonely,i was all alone the other day
lonely,I feel lonely since the incident. The pigs are my only friends now.
lonely,Sometimes I feel all alone
lonely,"My wife has been out of the country for school for a month and a half. She gets back in a couple weeks, but it's starting to get tough being alone with just the dogs."
lonely,My roommate moved out and soon my girlfriend will move in but right now it is just me in the house. I dont remember the last time I lived without any roommates.
lonely,"I work from home now, and at times its so quiet, I wish i had the company of coworkers to talk to."
lonely,I am very lonely with my man away at treatment but it's necessary.
lonely,I felt so alone in the new city i moved in to. I moved there from my family.
lonely,I usually spend Saturdays with my parents since my Fiance works most Saturdays. Football season is coming up and my parents always get season tickets to the football games on Saturdays. It is really going to stink not having anything to do once that starts up again. I get to go to some of the games but the ones I dont get to go to I spend alone.
lonely,I was lonely on Monday. I was sick and alone
lonely,Some days I listen to sad music at work
lonely,It was a hard weekend! I had lots of bouts of loneliness that punched me in the gut!
lonely,My husband left me.
lonely,I have no friends.
lonely,"I was watching over my girlfriend's cat while she went away on a little trip. The cat wanted barely anything to do with me, and I felt so isolated."
lonely,"Just got ditched by my friend for the third time this week, when trying to make plans. Wish people weren't so flaky these days. Why does it feel like I'm putting in more effort to hang out with people than vice versa?"
lonely,My best friend died last month.
lonely,I've been living alone for the last 5 years.
lonely,"I once couldn't find anyone to go out with, so I went to the bar alone."
lonely,My family left today after a long visit to my house. I miss them already and wish I lived near them.
lonely,I don't have a girl friend
lonely,"i went to a concert myself because my friend could not make it, wish i had stayed home"
lonely,I was sharing a house with 5 girls and all of them have boyfriends and hang out with them over the weekend and I feel lonely and down.
lonely,I live alone and I feel lonely a lot! I don't like living alone most of the time
lonely,I felt leftout when I was in a train yesterday
lonely,I wish I had friends.
lonely,"I'm a truck driver and even though I'm married, I feel very lonely much of the time. I may have to find something else to do, as the long trips away from my wife are troublesome."
lonely,"When my dad passed away, I felt alone. I had no one to talk to it seemed"
lonely,I wish I had more friends. I got no one.
lonely,I was feeling pretty much alone when I didn't see my boyfriend for two days.
lonely,when my wife and daughter went to peru without me.
lonely,living aline
lonely,I went to the bowling alley all by myself last night. It was quite lonesome.
lonely,"Before I met my girlfriend and all of my friends, I was very lonley. That was a dark time in my life."
lonely,"When my mom got another job and my brother left for college, it was always an empty house. It made me feel pretty isolated."
lonely,"Usually it's just my cat an I at my house, but it seemed extra empty when she had to stay at a friend's house for a week."
lonely,I recently had a baby and now none of my friends want to hang out with me anymore. The father also left me.
lonely,I have nobody living with me. I feel all alone all the time.
lonely,"I hate being alone so much, my husband works a lot of hours. He also works over an hour away that makes it rough."
lonely,"My parents traveled for about a year, I felt all alone, because there was no one to talk to in the house"
lonely,Went to the bowling alley all by myself yesterday. My friends ditched me.
lonely,I felt really alone when my husband went to work out of state for a few weeks.
lonely,I just moved to a new city for work. I havent made any friends yet and I am missing my old home city.
lonely,"Before I met my girlfriend and friends I was very alone, that was not a fun time"
lonely,My dog passed away last week from old age and I've been really missing him. I don't think I can ever have another pet.
lonely,I was very alone before I met my girlfriend and friend group
lonely,"My husband had to go out of town for work, I already miss him!"
lonely,Having kids takes away a lot of your free time. I someties feel pretty alone.
lonely,last week i felt all alone when the family left
lonely,I was pretty lonely last weekend. I was sick and my friends were busy
lonely,I live by myself. It's really sad
lonely,yesterday i was all alone!
lonely,"I remember the time when my grandfather died and caused a family feud. It made my life quite alone, with no one I can relate to because I was young."
lonely,I felt alone when my friends were all gone for the summer. I just had no one to hang out with
lonely,My daughter moved out and now I'm all alone. I feel so isolated and to myself these days I don't know what to do.
lonely,"Is it bad to enjoy solitude, because I am enjoying it."
lonely,I have Lupus so i am not able to get out of the house much b/c I am so sick. It makes me really lonely b/c I don't have many friends since I am not able to go out and hang out
lonely,"I've been taking care of my aging mom for 5 years now and don't really have any friends, since so much time is used taking care of her."
lonely,I moved into a new town recently but don't know anyone here yet to hang out with.
lonely,"I had no friends in high school, misery is being surrounded by an entire class and no one talking to you."
lonely,I wish i had someone with me on these nightly walks.
lonely,"When I was working for my last company, I used to travel a lot and frequently used to miss my family and friends"
lonely,"I went to Europe last year, to watch a cricket match. But, I went there all by myself. I felt isolated."
lonely,I have no friends at my new job
lonely,"Just moved to a new city, new work, and I've got no friends."
lonely,moving to a new city
lonely,I feel so lonely because I have no friends
lonely,The other day my friend cancelled plans with me and i was left with nothing to do except watch movies by myself.
lonely,I have been traveling for over a month now solo. The new place I am in is empty and I have no one to talk to. I miss my friends.
lonely,I have been feeling lonely lately because my best friend moved out of town
lonely,My wife has out of town for a couple weeks and we just moved to this city. I feel so bored and have no one to hang out with.
lonely,"my mom was always working, i was alone alot."
lonely,I had no roommate my first year of freshman year of college
lonely,"I hope when I get older, Im not lonely as I am now"
lonely,"I spent a Christmas working in a computer lab on a school project. My family were thousands of miles away celebrating together, but I had to work on my project by myself. It wasn't at all festive and I felt isolated."
lonely,I have been traveling solo. The last week has been hard because I havent really met anyone. I miss home.
lonely,"I have lived by myself for the past 10 years. It has just been me and my dog, but now he is gone. I can't get used to it."
lonely,im 800 miles from my family and i miss them
lonely,"I spent all weekend by myself, wish I was closer to my family."
lonely,I am so tired of working at my desk all day like this.
lonely,I'm very lonely since I fed my family to the pigs.
lonely,Workcamping in the mountains of NM. It took an hour and half to get to the grocery store. There was really no one around to chat with either. It was very hard to be so far from everything and have no new faces.
lonely,I went to the bowling all alone yesterday. It was quite a bad time.
lonely,Once my wife went with her family to the beach and left me at home by myself.
lonely,I work nights and its so quiet with no one around in a darker room. I wish at least one other person was here.
lonely,"There are times when I feel like getting a girlfriend, but than I remember how nice it is to be by myself."
lonely,I was pretty sad last weekend. All of my friends were off being busy
lonely,my kids left and i felt all alone
lonely,"Right after my second divorce, I had two roommates. After they both moved out, I always had this empty feeling."
lonely,I had to move far away from my aunt and i miss her a lot.
lonely,10 days alone and no car
lonely,Sometime I miss my little puppy
lonely,I went to the movies all alone. It was quite depressing.
lonely,I have to stay to myself as no one talks to me.
lonely,"My wife went out of the country for 2 months, it's almost over but it's been tough."
lonely,"I've been attending a new school for weeks now and I still don't know anyone. I'm so busy with the work I've been keeping to myself. It's no fun, I'd like to socialize more."
lonely,I'm staying away fro home for my studies. I miss my family.
lonely,My wife and kid have been out of town for a week. I am so bored being all by myself in this empty house.
lonely,i hate wen summer break is over. The house is so quiet when the kids go back to school
lonely,moving to a new town not knowing anyone
lonely,I wish I had someone to spend my days with. I feel a alone.
lonely,No one ever visits me anymore. I am always by myself in this apartment.
lonely,When I was younger my mom would always have to go on a week long training for work every year and I would always miss her so much.
lonely,"Wow, is always a very bad situation for me"
lonely,i really miss my family. it sucks to be 800 miles away.
lonely,My wife left me alone for the whole week. I'm gonna be all by myself taking care of the dog.
lonely,I tried to meet some friends yesterday but they were all busy.
lonely,"My parents came and visited me from out of town. It was so great to see them again, and they brought so much energy back into my small crummy apartment and isolated life. But now they've gone back home and it's back to an empty room and not having anyone to talk to."
lonely,I couldn't leave bed for three weeks. I was so alone.
lonely,My cat ignores me sometimes and just stares into the distance
lonely,I moved far away from the city. I hardly ever see my friends anymore.
lonely,"I've been married a long time, but my husband has to travel for business so I feel a little bit by myself sometimes."
lonely,I had to stay home and work while All my friend got to go to colorado to skii. Not only was I missing out on the fun but I was lonely with nothing to do.
lonely,"After being at work all day, I am now home relaxing with no one around. There is no one to share my day with."
lonely,My wife went out of town and I was alone for a whole week.
lonely,in my room no one here
lonely,My family has shunned me.
lonely,I am kind of glad the summer is coming to a end my kids was gone all summer I missed them and I was very isolated when they was away.
lonely,"I work in the oilfield a a field geologist. My work requires me to be away from my family for days, and sometimes weeks at a time. I feel very isolated and miss home."
lonely,when my family went on a cruise without me
lonely,I went to the hospital for surgery last week. None of my friends were around to go there with me to support me. It was somewhat annoying.
lonely,I just sit at home all day by myself. I tired of it.
lonely,My dog passed away a week ago. Feels different not having anyone to come home to.
lonely,I have been feeling a little lonely lately
lonely,My wife has been out of the country for 2 months for school. It's been a little tough being alone at home ever night.
lonely,My girlfriend dumped me for my best friend.
lonely,My girlfriend broke up with me yesterday. This place is so quiet without her.
lonely,I am just finishing my college degree. All of my friends have moved away..
lonely,My friends went to dinner without me. I thought they'd call for sure
lonely,I am so lonely because I am all by myself
lonely,I have been wondering how it feels to be without someone
lonely,I felt really alone at Miami when i moved there. I had moved out of my family home for a new job.
lonely,My husband has been deployed for over a year and I miss him a lot.
lonely,my first year of college i didnt have much contact with people
lonely,I went to the skating rink all by myself today because my friends ditched me. I was so sad.
lonely,Super sad today. It's the weekend pretty much and I have a hard time with loneliness on the weekends especially. I would prefer to skip over them during this time in my life.
sad,I just got laid off from my job. I need the paycheck so this is not a good situation.
sad,"My dog died after 13 years, and it broke my heart. Burying him was one of the hardest things I have ever had to do. Gut wrenching to lose something you love."
sad,"While I didn't know him personally, I was quite distressed to hear of the passing of Anthony Bourdain. That a man with such talent who has given so much joy to so many people, should feel he has to take his life is just soul-destroying."
sad,I didn't get the job I applied for. It was given to someone else.
sad,My goldfish died yesterday. I am so heartbroken.
sad,"I went to the zoo last month, I haven't been since I was a kid. I went to a zoo that was supposed to be one of the top zoos, however I couldn't help but feel bad for the animals the whole time."
sad,"My wife has been out of the country for 2 months for school, and she was having a really bad day one day. I felt terrible that I couldn't help her."
sad,I watched a st jude infomercial last night. It tore me up inside.
sad,My dog ran away today. I was so distraught.
sad,Yesterday was my last day at my job. I will miss everyone. I got so emotional driving home.
sad,I just found out my brother had to get checked into rehab! I had no idea he had a problem and am quite upset over it!
sad,"I felt so devastated whenever it's been time to say goodbye to any of our dogs. I've been grateful for their time with us, but so sad when it's time for them to go."
sad,I'm sad that I have to leave to go back to school next week and leave my friends.
sad,"I was in a situation where I missed out on making some money, that caused me not to be happy."
sad,My long term boyfriend and I broke up recently. I'm so lost right now.
sad,My pet turtle died.
sad,Someone ran over my dog and then ran away
sad,It is so unfortunate about how ladies treat men's heart these days
sad,My Pet parrot died yesterday.
sad,my friend left my job
sad,A good friend of mine moved away recently and we lost contact. I really wish we would still speak.
sad,My tree died a few weeks ago.
sad,My cat has been battling cancer for a couple months. She already had two surgeries. Next week she will have to be put down.
sad,I was really sad when I was 15 and my dog that I'd had since I was 4 died.
sad,Today when I went outside to check my banana plant I noticed the leaf was wilted.
sad,"I was heartbroken when my grandmother passed away, it was so sad"
sad,I missed the sale at the supermarket.
sad,I felt sad when I saw Alex Jones channel taken down
sad,it is really depressing going to visit my grandmother to the hospital and see all the sick patients
sad,my dog passed away. I am really distrout over it
sad,"Earlier this week, my cat Sam passed away. He was 17 years old. It's been odd not having him asleep at my feet while I work."
sad,"I lost someone special long time ago, I felt so gloomy and depressed"
sad,My boyfriend and his family went to a Christmas party one Saturday and I had to stay home and work.
sad,"My rabbit died last year, I miss her to this day."
sad,My hamster Donatello just died.
sad,I get depressed when I run out of dr pepper. It is my coffee
sad,I am moving hundreds of miles away from my friends and family to start a new life with my husband. I am not excited to be leaving. I hope it gets better.
sad,"It might sound silly, but I am really down about this next season of Game of Thrones being the last one."
sad,I ruined my favorite shorts today. i sharted
sad,"When I got sick, I had to move away from the place I consider my home. I had to leave everyone behind"
sad,One of coworkers passed away. I dont want to go back to work.
sad,I finished my favorite show a few days ago. I was really angry but happy at the same time
sad,All of my friends are married now. I am the only single one
sad,"My aunt came into town today, she could only stay for dinner. It made me upset it was only a few hours and not for the night."
sad,I broke my ankle a few weeks ago and am unable to compete in a run I signed up for.
sad,"I couldn't believe it when my dog died a few weeks ago. I honestly thought I was going to stay lonely forever. When my girlfriend asked me if I wanted to go look at dogs to cheer me up, I said no."
sad,My pet rock rolled away yesterday. I was quite saddened.
sad,I sometimes feel sad about things when I shouldn't It might be depression.
sad,My son just left for college.
sad,I'm turning 40 Saturday and I'm feeling old.
sad,"I am upset, my dog passed away."
sad,My best friend just left for Europe. She'll be gone for 4 years.
sad,Summer is almost over. I'm not happy about it.
sad,I miss being in a relationship sometimes.
sad,i wasnt happy when i had to go into work on saturday
sad,Our little chihuahua got pancreatitis this past year. She passed away in February and it's been hard.
sad,My cat ignores me until she wants food from me
sad,I woke up feeling down today. Some days the past you are trying to get over and heal from just hits you in moments of weakness
sad,"I moved a great distance away from my family, and even though I enjoy my new location, I miss them."
sad,"I was reading the news and I saw some terrible news about some Christians being persecuted in Nigeria. I heard that 6,000 families had been massacred and it made me feel heartbroken."
sad,I was really upset when my rabbit died a few years back. My brother wasn't nearly as upset but I couldn't help it.
sad,I recently found out my mom was very sick. SHe has stage 4 liver cirrhosis.
sad,My little boy is starting Kindergarten in a few days
sad,One day I couldn't stop thinking about my estranged family and how much I missed them.
sad,my pet dog is getting older. I know one day she won't be around anymore
sad,"When someone talks down to me, it makes me sad."
sad,My old car finally died last week.
sad,I have been struggling with a flare up from my Lupus after I had such a long period of feeling good. Its depressing to be in bed all day and fail your family in what you need to be doing.
sad,I had an old hard drive with tons of pictures on it and it just gave out on me.
sad,My dad left for deployment to Afghanistan yesterday. I am so depressed.
sad,I saw a deer get hit by a car yesterday.
sad,"Don't you hate it when you're feeling confident in a new hairstyle or some clothes you're wearing, and then someone makes fun of you? Had that happen the other day. Makes you want to be able to hide in the background and never try anything new again"
sad,My pet snake died :(
sad,My girlfriend of 3 years broke up with me the day of going to college. I couldn't focus that day and i felt depressed.
sad,"I'm going back to college in a few weeks and I really like it over there. Despite this, not seeing my cat will be really sad."
sad,I bought a new puppy about three weeks ago. When I came home from work I found it dead in the living room.
sad,My girlfriend of 10 years broke up with me yesterday.
sad,My goldfish took his journey into the afterlife today. I was a traumatizing day.
sad,My close friend is moving away to another state. I think I am going to miss him a lot
sad,It was really hard to say goodbye to everyone at the end of the family reunion. It had been so long since we were all together.
sad,It was raining all day on my day off. The sky was gray and cloudy and it felt really cold. What a terrible day off
sad,"I was upset as a kid when the Eagles lost the superbowl, I cried a lot"
sad,I can't believe our little girl is all grown up and going to colledge . We are going tyo miss her so much.
sad,I am upset that I have been used for so long. After you get out of a situation you realize how bad it was.
sad,"Robin williams was my hero, still so sad he passed"
sad,My nephew died in a car wreck.
sad,"When my father went into hospital, after he fell down the stairs, we had no idea he had cancer."
sad,My dog pooped on the rug today. I was so distraught.
sad,i am starving and nothing to eat
sad,I packed up all my things and moved out of state.
sad,"My dog is getting old, and I can tell he isn't going to make it much longer."
sad,My pet rat died last week. I loved him so much. I cry all the time.
sad,My sister had a miscarriage
sad,I have to work all weekend. I just want to sleep and do nothing.
sad,My son scold me to cook well. I was feeling bad about it.
sad,i was upset when i had to my sons game
sad,i was upset i woke up so late today
sad,"My kids are getting so big, They aren't my litlle babies anymore"
sad,My mom came to visit in March for a couple of weeks. She helped out a lot around here and then she had to leave and go home miles away.
sad,My wife is leaving town next week.
sad,I lost my cat to old age and cried all night about it.
sad,My cat is very sick. We are going to have to put her down this week.
sad,My friend just went through a break up. Think some good movies and food are in order.
sad,We had a trip planned to the beach today but sadly it was storming all day and had to cancel
sad,It was a surprise to me when I found that my grandmother had passed away
sad,My cat passed away last weekend. It has been a rough week for me.
sad,My cat just turned 23 last week. She has been really sick. We have to put her down next week.
sad,I was sad when I had to put my dog down last month.
sad,when my dog died
sad,"Anthony Bourdain was a huge inspiration for me when I worked in a kitchen. Everyone I have worked with has read ""Kitchen Confidential"". When he passed away I felt we had lost an ally and a friend."
sad,"I was very depressed and upset when my partner left, we've been together for years and I feel like my time has been wasted."
sad,I recently had to put my cat to sleep. It was an emotional day.
sad,"I lost my dog in the divorce, everything else I lost were just things and money. But My dog was one of a kind."
sad,My dog just passed away. I am so hurt right now.
sad,i didnt win the lotto
sad,I got some bad news today. It has made me feel down and depressed.
sad,You ever have those mornings where old memories come up..or old traumas..and it just makes you feel so bad.
sad,I saw a kid who is crying extremely since her mom beaten up her. I feel sorry for the kid.
sad,Last week we had to go to a funeral. It really hit me hard seeing all my grieving friends.
sad,I recently lost my job adn i feel horrible.
sad,I just lost my grandfather a month ago.
sad,I am so upset I lost my phone while doing errands today.
sad,I've been feeling pretty down since my dog passed away.
sad,My grandmother passed away two weeks ago. I used to see her everyday and its been really hard lately.
sad,My son went to stay with family for a few days. I really missed his hugs while he was away.
sad,I felt depressed today when I realized I was so non tech saavy. I can't figure out how to download a game. This is just bad.
sad,One time I wanted some ice cream very bad. By the time I got to the ice cream store they were already closed so I didn't get any ice cream.
sad,My dog died 10 minutes ago. I am so saddened.
sad,I just found out that my cousin passed away after his battle with colon cancer. He was only 27. I am so upset!
sad,My pet lizard died he was 15 years old. it has been hard on me
sad,"I had 20 dollars sitting in my car and I opened my windows. Next thing you know, the 20 dollars flew out the window."
sad,I keep thinking about my grandmother. She passed away last year and I do not know how to cope with it.
sad,When my parents got a divorce.
sad,i was not happy when i was told i had to go into work on saturday
sad,"When I moved, I had to leave my dog behind that I got when my father died."
sad,My goldfish died.
sad,Our little dog got pancreatitis. She never recovered and we had to have her put to sleep because she was in so much pain.
sad,My dog was stolen while we was out shopping I have been so down and heart broken ever since.
sad,I was unhappy when my girlfriend broke up with me
sad,My rent is going up and I can't afford it. Now we will all have to move
sad,"My mother is getting very old, and isn't in great health. I don't know if she has much longer to live."
sad,I got recently got three rejection letters for 3 different jobs in a matter of a week and a half. That was a painful experience.
sad,A few years ago when my grandmother died unexpectedly.
sad,I feel sad that I don't have a social life.
sad,I cried when my brother passed away.
sad,The doctor said my grandfather needs hospice today. Sad day for my family
sad,I cant belive my friend is getting married. He fiance is terrible
sad,A hungry man is an angry man
sad,"Growing up, my mom always played a lot of Aretha Franklin. When I found out that she passed I was bewildered."
sad,My friends dad died last month
sad,Its hard to deal with when your kids are getting older and have to handle their own problems. As a mom you can't just step in and fix everything like you want to.
sad,My cat is really sick and old. She is not going to make it much longer.
sad,"My daughter started kindergarten today. I know we aren't supposed to cry, but I could not help it."
sad,I used to be miserable when no one would text me and I'd spend the weekend solo at my parents' house...now I've got to turn off my phone just to get away from it all
sad,My grandfather passed from medical malpractice a year ago.
sad,The anniversary of my father's death recently passed. It has been a process adjusting to things without him.
sad,I was really broken up when we had to put our family dog to sleep
sad,"I think my brother's children are going to have to be put up for adoption soon. He and his wife just aren't fit for parenting, as they fight and get drunk all the time. It's a shame, because I love the two nephews myself, and I hate the thought of not being able to see them again. But it may be for the best..."
sad,"i miss my old pet dog, i feel so empty without her around"
sad,Today is the anniversary of my fathers death. He has been gone for 18 years now.
sad,I was told my cat only has a few weeks to live.
sad,My favorite watch broke today.
sad,I recently learned that a close friend is getting foreclosed on their home. They were diagnosed with breast cancer 2 years ago and I think it drained the family of their money. I wish I could help but I don't have any money to give them. It is just a terrible situation.
sad,Overwhelmed with school work and life.
sad,I can't stop thinking about my dog that died a year ago this week.
sad,I cried when my best friend moved away.
sad,"I went to Whataburger a few days ago and they messed up my order, they put onions on my burger and the taste of onions make me feel sick."
sad,My dog is really sick. I don't know if he's going to make it.
sad,My friend is moving away.
sad,My best friend and I have lived 5 minutes or less away from each other for the past 20 years. Next week she is moving an 11 hour drive away from here. I don't know how I will cope.
sad,"One time when I was letting my cat outside, it ran out into the streets and got ran over."
sad,My pet parrot died this week.
sad,"We had purchased and raised several chickens. One evening, I forgot to put them back in their coop. Something killed all of them."
sad,I cried when I found out my uncle passed away.
sad,"I am so sad, my mother recently passed away from a heart attack"
sad,I can't believe my sister is moving. I am not happy
sad,My daughter is graduating middle school this year. I have always been stressed about her going to high school
sad,I cried when I heard Top Gun 2 was being made.
sad,"I just earth about and earthquake in indonesia,it seem that many people died there."
sad,We (family friends) planned a holiday trip to go for the last weekend. I was preparing for that like packing dress and getting ready to it. Unfortunately one of my cousin was unable to come due to his personal reasons. So we just cancelled the trip. I was feeling sad for this trip cancellation.
sad,My pet ferret Fuzzy died recently. I was devastated. Me and Fuzzy go way back.
sad,I felt sad yesterday. At work our computer systems went down and customers were mad
sad,"My husband is going through the process of quitting smoking and he also has drama going on with his parents that isn't his fault. There is nothing that I can do to make the situation better for him, so it makes me sad."
sad,i am not going to be able to see my favorite band when they come to town.
sad,I feel down and blue whenever thoughts about my brother pop into my head. We lost him 5 years ago
sad,My grandmother died when I was 10 and I was devistated.
sad,"Ever since I started taking medication for anxiety and depression, I've been gaining weight. I've been a skinny boy all my life, and I still am but this extra chub has me feeling down."
sad,"A day before yesterday, my cat died. I was very very sorrowful."
sad,When my aunt passed away. She had colon cancer.
sad,My dog of 10 years recently passed away. I felt so down.
sad,I was upset when I found out that my favorite coworker was transferring to another department.
sad,I lost my lucky pen. I worried for it.
sad,My roomate is leaving at the end of the month. I won't be able to hang out with him as he is moving up north.
sad,my brother is sick
sad,I saw a cat get hit by a car this morning
sad,I got really upset when I had to move away from my childhood home. all my memories were there.
sad,"I really wanted this coconut pineapple cake, but they ran out."
sad,My son is in so much pain
sad,My wife has been out of the country for a couple months for school. Dropping her off at the airport was really tough.
sad,I had to leave my parents behind in the country I grew up in. I haven't seen them in 12 years and I cry a lot thinking about them
sad,"My cat was run over by a car. I found her on the street, what was left of her. It was heartbreaking."
sad,My uncle died last year
sad,I had just watched the notebook. The main character ended up forgetting everything about his life. He died at the end
sad,My car stop working last week. I took it to the mechanic. It need a lot of money to fix it.
sad,My manager has taken my coworker for a work trip to New York. I was also suppose to go with them.
sad,My youngest son is going into kindergarten and I'm a little down.
sad,I broke my phone today. It was the worst.
sad,My wife is thinking about divorcing me. I am really torn up about it.
sad,"A good friend of mine is moving to another city in the other side of the country, I guess we won't see each other much in the future."
sad,It's always sad to see someone you liked from work find a different job.
sad,I got locked out of my house today and couldn't shower despite being really sweaty.
sad,My 12 year old lab just passed away. He was my buddy and I am really upset about losing him.
sad,"My grandmother recently passed. We were close, so it's been hard."
sad,I lost my cat. It just disappeared one day and I can't find her.
sad,"I lost my wallet the other day, I think I left it on a bus"
sad,"I really got close with a girl that I met from Tinder, to the point where we were ""dating"". Then randomly, after like 4 days, she says that she doesn't want to date anymore and then just stops talking to me."
sad,I just moved out of the city. I am going to miss all of my friends.
sad,Our chihuahua dog had an autoimmune disease. We lost her in February and it's still hard.
sad,I was super sad yesterday when someone I know ruined the little bit of trust I had in them. I allowed them back in too rebuild..and they ruined it again
sad,I miss kids everytime they go to sleepovers. I'm such a sap.
sad,"I was upset when my parents told me we would be moving, we went all the way to florida"
sad,"My friend's little kitten got hit by a car, it was so tragic and sad. I was crying for my friend."
sad,When I was crying myself to sleep
sad,My friend wants nothing to do with me anymore. I am so hurt about it.
sad,I'm upset that my husband is lazy
sad,I am having a hard time coping with having to kick someone out. I know it's been necessary for them to get better but it doesn't make it any easier
sad,"I'm an emotional mess today, found out my dad passed away. Want to attend the funeral but tickets are expensive."
sad,I'm upset that my daughter suffers with allergies.
sad,I lost my cell phone today. I can't believe it
sad,I have been watching dramas all week. They are so heart warming.
sad,I get so sad watching st jude commercials. I always watch them though.
sad,I am starting school again next week. I am not going to have any free time now
sad,I need to put my dog up for adoption. I am so devastated thinking about it.
sad,My dog was attacked by a coyote yesterday and she's been in the hospital ever since. I don't think she is going to make it.
sad,"i hate watching my parents smoke, it makes me really sad to think they could face cancer as a concequence"
sad,I totaled my brand new car.
sad,My father was diagnosed with stage 4 brain cancer. It only took a few months for him to pass away because of it.
sad,My best friend is moving far away. I am going to be so miserable.
sad,My favorite shade of lipstick was discontinued today. Now I have to find a new one.
sad,My wife went out of the country for school for 2 months at the beginning of the summer. Dropping her off at the airport was really hard.
sad,I get a little upset this time of year. It makes me miss my dad
sad,I had to give my pet up for adoption because my new apartment wouldn't take them.
sad,I was partially raised by my grandparents and my grandmother recently passed away. She had a good long life though.
sad,I miss my grandmother. She passed away last year.
sad,I get sad when I think of my parents. They have been gone for a few years now
sad,my brother is in rehab after 2 months in the hospital
sad,When my cat passed away after being hit by a car. It was just after my hockey practice.
sad,My dog is getting older and is starting to walk a little slower these days.
sad,It was mothers day and I was feeling bummed because she won't speak to me.
sad,I was sad when my grandma died.
sad,I was so devastated when my pet parakeet died. Polly was such a good bird to me. I will miss her so much.
sad,I feel for my ex again. I know he is no good. I am doomed
sad,"I am sad, it is my birthday and I feel really sick"
sad,"My mom is starting to develop dementia early. I feel like I'm losing such an important figure in my life much earlier than I should, even though she's still alive. Like, she struggles so much with daily activities and remembering who I am."
sad,"I lost my dog last year, I cried so hard."
sad,My cat passed away today...
sad,I miss my old job. It was fun.
sad,I found out that my grandma has Dementia and is deteriorating pretty quickly.
sad,My cat dissapeared after 14 years one day. He never came back.
sad,"My doctor told me to give up caffeine to help with my anxiety. I really, really miss my morning coffee."
sad,i was disappointed when i couldnt go home
sad,"When people buy assorted doughnuts, and somebody eats the only flavor you like."
sad,I saw a dog that got hit by a car on the die of the road. It was very upsetting to see. I cried a little bit thinking about the person who lost their dog
sad,"When my daughter got her first cat, it only lived with us a few weeks until it was hit by a car."
sad,The summer feels like it just started but its about to end now. I'm gonna miss my friends for most of the year.
sad,I shouldn't have to cook on my birthday. This is when I miss having a boyfriend.
sad,The anniversaries for my Daddy and my sisters passings are coming up this month.
sad,My dog died 5 minutes ago. I am so distraught.
sad,One day I saw a video of a grandparent playing with my grandkids and I realized I was no longer able to do a lot of those things.
sad,I just had a birthday and now I feel old. Its depressing
sad,i knew i shouldnt have trusted my brother with my dog
sad,My house caught on fire and I lost all my belongings. Im so upset right now. I dont know what I am going to do.
sad,"had to leave my long distance girlfriend to go back home, after I had spent a month of time with her"
sad,When my dog passed I was very emotional
sad,My grandma died the other day.
sad,I never get to go to the movies.
sad,"I was sad when my grandmother passed away, that was not a good time in my life"
sad,"Shortly after my nephew was born, i received a call from my sister informing me that he had a genetic disease."
sad,I missed my favorite show on TV.
sad,Our dog is getting older and she's just at that point. She's blind and can't walk well. We might have to put her down soon.
sad,"I miss my dog, Baby Girl, poor thing passed away last year after 15 years."
sad,"I was sad before I met my girlfriend, I did nothing interesting"
sad,My pet turtle died the other day. I will miss Petey so much. We were best friends!
sad,I woke up to something quite terrible this morning. My vegetable garden has been ravaged through by some strange animal.
sad,My grandmother passed away when I was 30. She really didn't get to know my girls very much at all.
sad,Thinking about really morbid stuff always makes me upset. Like how we all die one day and things like that really make me upset from time to time.
sad,I really wish summer wasn't ending.
sad,My friends went out drinking last weekend without me. They didn't even both sending me a text to see what I was doing.
sad,My birthday was yesterday. I didn't get a single happy birthday message from anybody family or friends. That was really depressing.
sad,I found out that my childhood cat passed away yesterday
sad,My pet fish ran away today. I left him in my room like I always do and when I got home he was gone.
sad,I'm a bit upset that summer is almost over.
sad,"My dog, Riley had to be put to sleep due to congestive heart failure. It was one of the hardest things I had to do."
sad,ive been losing a lot of weight but i gained a bit this summer.
sad,My hamster died yesterday. I was so distraught.
sad,I remember being really upset when we had to move away from my very first best friend when I was 10
sad,My friend's grandmother passed away and I felt this way.
sad,"My dog is getting old and is having trouble walking, it's tough to see."
sad,My goldfish ran away yesterday. I was so distraught!
sad,I failed my driving test today. It was my second time trying
sad,I dont really know anyone at uni
sad,i feel down after getting fired
sad,My husband and I were really struggling to get pregnant with our second child. It had been over a year and I was feeling really down about it. I ended up having to go to the doctor to try and figure out what was going on.
sad,I really miss my kids being babies. They were so sweet then
