context,prompt,first_utterance
lonely,I was across the country on a work trip and had no one to hang out with for a week. I felt isolated,I was on the other side of the country on a work trip by myself. I felt very isolated and had no one to hang out with for a 2 weeks.
lonely,My boyfriend is out of town for work and I really miss him. I'm so used to him being around I didn't realize how lonely I'd be without him here.,That sucks but they do say distance makes the heart grow fonder.
lonely,The other weekend I really wanted to go out but realized I've sort of drifted away from the few close friends I have. I really need to get into a sport or something and meet people.,"The other weekend I really wanted to go out, but I realized I don't have any good friends left."
lonely,"Before I met my girlfriend and friends, I was very alone, it was a dark time","Before I met my girlfriend and friends, I was very alone, it was a dark time"
lonely,My girlfriend has left town for the week and I miss her. It is annoying waiting for her return.,My girlfriend has left town for the week and I miss her. It is annoying waiting for her return.
lonely,Didn't do anything this weekend but stay at home by myself,This weekend is so boring so far
lonely,"My wife and I moved for her to go to school, and sometimes I really miss my friends from home.",I moved far away from my hometown for the first time so my wife could go to grad school. It's hard to be away from my friends.
sad,I am sad tonight. I am broke until next week.,I am feeling down tonight. I am broke until next week.
sad,"My dog passed away this morning. He was 13 years old, a golden lab. I'm just happy he's not in pain anymore.","My 13 year old golden lab passed away this morning. I miss him so much, but I'm glad he is not in pain anymore."
sad,My little boy is starting Kindergarten and I'm sad he's growing up so fast.,I'm a little sad my youngest son is starting Kindergarten in a few days.
sad,"I cried all night, my brother is going back to Iraq.","I cried all night, my brother is going back to Iraq."
sad,When my dog died when I was younger.,"When I was younger, my dog died. He was getting up there in age, but he was still on the young side. Later, we heard the pet food we had been feeding him had been recalled because of similiar fatalities."
sad,So hard seeing homeless people around,i hate seeing homeless people
sad,I keep seeing a poor little black kitty running around outside every night. You can tell they are hungry. He won't come near me and my house can't hold another cat.,I keep seeing a poor little black kitty running around outside every night.
sad,I was feeling down after hearing that my friend's dog passed away. He was such a great dog to everybody.,I have been feeling really down about hearing my best friend's doggy passing away.
sad,My Mother had called to set up a time to meet for lunch. When the time came she couldn't make it because of health problems.,My Mother and I made plans to hang out and do lunch this past week.
sad,After moving I went through a decently long period of unemployment. It was starting to get tough not having a good source of income to support myself.,After my wife and I moved I went through a while of unemployment. It was really tough not being able to support us.
sad,"my father recently passed suddenly, i was devastated.",thank you. i am having trouble getting over it.
sad,"Before I met my girlfriend and friends I was very lonely, that was not a fun time","Before I met my girlfriend and friends I was very lonely, that was not a fun time"
sad,My cat got ran over by someone. He sped off like it didn't matter.,"So sad right now, my poor cat."
sad,"This week, my manager told me bad comments about my work performance. It made me feel bad.","This week, my manager told me bad comments about my work performance. It made me feel bad."
sad,Recently my refrigerator broke. I had to throw away all of my food and spend $1400 on a new one.,I was so upset the other day. I came home and my refrigerator was broken.
sad,I am having to be strong and not respond when it comes to a person I care about at times. It is hard to not be an enabler sometimes. It requires a LOT of strength and tough love. I,I am having to be strong and not respond when it comes to a person I care about at times.
sad,My pet died last week. His name is Jack,"last week, my pet dog died. His name is Jack."
sad,I miss my Grandma. She died when I was a kid.,I miss my Grandma.
sad,I just realized today I have not been home to where my family is from in a little over 10 years.,I just realized today I have not been home to where my family is from in a little over 10 years.
sad,I remember when my friends were helping me move out of our hometown. We were riding in the moving truck and had to drop them off and say goodbye and we all felt terrible.,I remember when my friends were helping me move out of our hometown. We were riding in the moving truck and it came time to drop them off and say goodbye. We all felt terrible.
sad,"I was looking forward to spending time with my friend Megan today, but I had to put it off again because I fell ill this morning.","I made plans to spend time with my friend Megan today, and unfortunately, I had to reschedule yet again."
sad,Watch my dying dog,My dog was dying of old age
sad,I felt this way when I had to leave my son for the first time to go to work.,I had to leave my son for the first time to go to work and it was so hard.
sad,I was pretty sad when I had to give me dog away. She was a good dog,I was sad when I had to give my dog away. She was a good dog
sad,I do not want my vacation to end. I would like to stay here forever,I do not want my vacation to end.
sad,my doggie recently passed away.,my doggie recently passed away
sad,One morning my mother came to pick my daughter up for school and told me she saw my daughter's cat dead outside.,"My mother picked my daughter up for school to take in the morning, and found her cat dead. It was so hard for my daughter and made us all very upset."
sad,"I was sad about the past this morning. I hate then when you wake up and remember a lot of bad things that happened over the past few years, the trauma hits you in your weakest moments.",I was sad about the past this morning. I hate then when you wake up and remember a lot of bad things that happened over the past few years
sad,I cry every time I think of my grandmother.,I cry every time I think of my grandmother.
sad,"I think that even when you feel down, its a great opportunity to go deeper into yourself.",I feel very strange for not feeling any remorse about anything really.
sad,I was about 8 years old and my mom left me all night with her friends. I cried myself to sleep.,My mom left me over night with some of her friends when I was 8 years old. I cried myself to sleep. It wasn't until later in life I realized she could have been possibly cheating on my dad.
sad,My wife forgot it was my birthday.,"Hello, yesterday was my birthday and my wife completely forgot!"
sad,when I was 17 I found out Brandon Lee had died during filming of my fav movie The Crow. This sadness is still with me as I am also a big Bruce Lee fan,I still haven't got over it. Brandon Lee RIP. I was 17 when I found out he died during filming. I visited the area he took his last steps a couple years ago
sad,my favorite show is ending. I will be lost,i watch a lot of tv. it is my favorite thing
sad,MY sister used to live next door to me. Now she has moved across town and I hardly ever see my neice.,MY sister used to be my next door neighbor.
sad,My cat I have had for the last 14 years got sick and passed away last month. I lost a great friend.,"Last month, my cat Sam passed away. He was 14 years old."
sad,My girlfriend dumped me yesterday. I am so hurt right now.,My girlfriend dumped me yesterday.
sad,"I'm really bummed out today, I had to get rid of my dog because I had to move across the country.","I'm really bummed out today, I had to get rid of my dog because I had to move across the country."
sad,The little kitten I rescued last Friday passed away.,The little kitten I rescued last Friday passed away.
sad,My pet turtle apparently died 2 weeks ago. I was just now told by my parents who were holding on to me while i was away.,So i was told yesterday while i've been away my pet turtle had died. :(
sad,I dropped a bowl of mashed potatoes and it smashed all over the floor,I dropped a bowl of mashed potatoes and it smashed all over the floor
sad,When I moved into this apartment my next door neighbor had an old beagle. He was a lovely pooch. The poor dog had cancer and just before Thanksgiving he had to be put to sleep. I looked for that wee dog for weeks afterwards.,My neighbor used to have an old beagle - a lovely pooch. He died of cancer just before Thanksgiving. I looked for him for weeks - I miss him.
sad,My favorite tea cup was broken. It makes me worry a lot.,I worried a lot yesterday.
sad,"I had a rough day, my husband has been out of town and the weather has been bad.",It's been a long week! My husband has been out of town and its been just me and a cranky toddler.
sad,My girlfriend left me for my best friend,My girlfriend broke up with me and now is in a relationship with my best friend
sad,My pet goldfish died recently. I was devastated. I really liked Goldie.,I was so upset when my pet goldfish died recently. I really loved Goldie.
sad,I was sad when my parents left me,I was sad when my parents left me
sad,I'm a bit unhappy with Summer being almost over.,I'm a bit unhappy with Summer being almost over.
sad,my favorite show is being canceld,my favorite show tv is being canceled ! i already hate the idea if it :(
sad,Today would've been my little sister's 3rd birthday. She was killed in a car accident last year.,Today would've been my little sister's 3rd birthday.
sad,"My mom has arthritis in her neck, and the pain seems to be traveling down now.","My mom has arthritis in her neck, and the pain seems to be traveling down now."
sad,"I had a necklace that my mother gave me before she passed away, but I just lost it.","I had a necklace that my mother gave me before she passed away, but I just lost it."
sad,My dog ran away from home!,My dog ran away from home!
sad,"i'm really close with my sister, but she is moving away in september","I'm really close with my sister, but it turns out she is moving out of state in September."
sad,I had a pet hermit crap that died this morning. I got him when I was on vacation in Hawaii.,"I got a pet hermit crab when I was on vacation in Hawaii, and I just found him dead this morning."
sad,I found out yesterday that my dad had a stroke last month. No one even told me until now!,I found out yesterday that my dad had a stroke last month!
sad,when it was my dads anniversary of death every year in july,"every july i feel the same way, down in the dumps because its the month my father passed away."
sad,I was upset when I did not do well on a test.,I was upset when I did not do well on a test.
sad,I was sad when my wife left me,I was sad when my wife left me
sad,I feel sad when I see people squandering their potential or underestimating themselves.,One of the saddest things to me is when people underestimate what they can do and/or are capable of.
sad,I dropped my favorite perfume and it broke,I dropped my favorite perfume and it broke into a million little pieces
sad,"it really makes me sad to think there are people who treat animals like trash, animal cruelty is a really serious matter",i hate to see people mistreating animals i cant stand it
sad,My first date with a woman that I met at a party didn't go as expected.,My first date with a woman that I met at a party didn't go as expected.
sad,Yesterday I saw that bugs had eaten my dandelions in the garden. I had spent so much time watering and taking care of them. I was devastated.,When I went out to my garden yesterday I noticed that bugs had eaten the dandelions in my garden. I was so upset about it that I cried.
sad,My birth flew away,I had such a sweet little parakeet and i was always letting him fly in the house. One day i opened the window and i totally forgot my bird was out of the cage and he flew away
sad,I felt pretty down when I found out that I was losing my job. It was pretty disappointing. Tomorrow's my last day.,Tomorrow's my last day of work. I can't believe it. I wish I had something lined up.
sad,My external hard disk has stop working. I had very important on it. It can't be fixed.,My external hard disk has stop working. I had very important data on it. It can't be fixed.
sad,i was upset to return to work,i was upset to return to work
sad,I was sad when my dog died,I was sad when my dog died
sad,"my grandmother has major back surgery next week, im not looking forward to it","my grandma has major back surgery next week, i feel so bad for her"
sad,My dog ran away yesterday. I am so saddened.,My dog ran away yesterday. I am so distraught.
sad,i lost my cousin last month. i feel so devastated,"she gotan accident and by the time she was reached in hospital, the doctors pronounced her dead"
sad,We had to put my cat down the other day. It was very upsetting,Unfortunately we had to have our cat put down earlier last week. It was an upsetting experience
sad,We had a flood in our basement and I lost a bunch of old photos. These were taken before digital cameras so there are no backups.,We had a flood in our basement and I lost a bunch of old photos.
sad,I was a little upset earlier. My brother was not able to meet me for lunch,I was a little upset earlier. My brother did not meet me for lunch
sad,"Harvey weinstein was such a good studio , they just ruined their business and now there arent any good movies",harvey weinstein made such great movies until he ruined it
sad,when my mother passed away,A few weeks ago it was the anniversary of my mothers death and it never gets any easier.
sad,It's tough seeing my dog get old and have trouble walking now.,It's tough seeing my dog get old and have trouble walking now.
sad,My mother's husband got alzheimers and went downhill really fast. He passed away about 8 months ago and she's not doing too well with it.,My mother's husband had alzheimers and went downhill really fast after the diagnosis.
sad,My dog has cancer. The surgery did not fix it so we have to put her down.,My dog has cancer.
sad,I was hurt when my grandmother passed away a few years ago,I was hurt when my grandmother passed away a few years ago
sad,I broke my favorite drinking glass.,I knocked my favorite glass off the table and now I have to find a replacement.
sad,Yesterday my pet hamster died. He just turned two and was not moving very much. I was tearful when I felt his body and it was cold.,Yesterday my hamster passed away. He was barely two years old :(.
sad,My armadillo passed away today. I was so distraught.,My armadillo passed away today...RIP Adolph.
sad,Life doesn't always turn out how you expect it to be. You have to make the best out of lemons but that is hard sometimes.,Life doesn't always turn out how you expect it to be.
sad,It's sad thinking about my parents growing old and not how I once remembered them. I guess that's life.,It's sad for me to think about my parents growing old and not how I once remembered them.
sad,"Today was my favorite co workers last day, I'm going to miss her","Today was my favorite co workers last day, I'm going to miss her"
sad,I miss my family,i didn't see my parents since 2014! I miss them so much. it's so sad that i live in a different country
sad,The doctor recommended hospice for my grandad today. Today was not a good day.,Today wasnt a good day
sad,I feel like I will be in this apartment forever. I really want a house,Sometimes I fell like I will never get outof this apartment.
sad,"I left my phone on the bus last night as I was coming home, I am still very upset,","I left my phone on the bus last night as I was coming home, I am still very upset."
sad,my friend died,its been a hard week. my childhood best friend died
sad,"In school, people would always bully me.","In school, the kids would always bully me and call me names"
sad,I was sad at how mad I got at my mom when she threw my vitamins away,I also have a great parent. However I got a bit too mad at her when she threw away a lot of moneys worth of special vitamins accidentally.
sad,My best friend is moving away. We have lived close to each other for 10 years,MY friend is moving out of state
sad,I had to leave home for college.,I had to leave home for college and I really miss my home
sad,"My best friend moved away, I am not happy.",My best friend moved away. I was not happy.
sad,My dog broke its leg this morning.,My dog broke its leg this morning.
sad,"My pet budgie bird died this morning. I had him for 10 years, and used to spend a lot of time with him.",My pet budgie bird died this morning.
sad,I am a little down because my computer stopped working yesterday.,I feel a bit down in the dumps now.
sad,I get sad this time of year. It makes me think of my dad,I get sad this time of year. It makes me think of my dad
sad,1,I use to be the number one tennis player in the state.
sad,I've been feeling blue since my great grandmother passed away.,I have been feeling down since my great grandmother passed.
sad,When people try to control me,I don't like working with managers that try to micro-manage me
sad,"One year during christmas, i did not get a single gift. It was a rough day for me.","During christmas a few years ago, I did not get any presents."
sad,My pet cat died recently,My pet cat died recently
sad,"Due to heavy rainfall last month, my hometown was almost completely flooded. Most of the houses in the small town are no condemned and the whole area has been declared a disaster area.","Last month, this area got pounded with rainfall. My entire home town was flooded and declared a disaster area."
sad,i was not happy when i couldnt get out of work on time,i was not happy when i couldnt get out of work on time
sad,I am watching old episodes of game of thrones. its bittersweet,I am watching the last season of game of thrones
sad,Yesterday I was notified that I didn't get a promotion. I was upset.,Yesterday I was notified that I did not receive a promotion at work. Really sucked.
sad,I purchased a robot. And the robot got broken after using it for just one week.,"Hello, have you ever used a robot before?"
sad,I was recently hoping to get a promotion. They gave it to someone else.,"I tried for a promotion at work recently. It's been a while since I've gotten a raise, so I worked pretty hard at it."
sad,I am super sad that people do not want to change their destructive behaviors. It's very sad especially when you know someone was abused for so long and they just keep ruining their lives. Almost like they are continuing the abuse on themselves.,I am super sad that people I've known and cared for do not want to change their destructive behaviors. I
sad,I was upset when my grandma passed away. It was very random,"It was very random when it happen, but my grand ma passed away and it was sad. I did not expect it"
sad,My best friend will be going to school in another country for 4 years.,My best friend will be going to school in another country for 4 years
sad,When i was 10 my cat went missing and i found her ran over in the road.,so a while aog my cat went missing and i found her ran over in the road.
sad,My 15 year old dog just died. He was my buddy and I am all broken up because of his passing.,My 15 year old dog just died. He was my buddy and I am all broken up because of his passing.
sad,I moved to a different state for my husband's job and left the rest of my fammily behind.,I moved to a different state for my husband's job and left the rest of my family behind.
sad,I ma devastated.,I am devastated.
sad,I am homesick at college,I just got to college and am terribly homesick. I miss my house and my parents.
sad,Heavy clouds make me feel bad for some reason.,For some reason I never liked cloudy weather.
sad,My 2 youngest children will both be in high school this year. I can't believe they have grown up so fast. Time has flown by and I just want it to slow down.,My children are growing up so fast. My 2 youngest will both be in high school this year.
sad,I lost my wedding ring. I am so hurt over it.,I lost my wedding ring.
sad,My wife is off to her Mom's. I will feel alone and lonely,My wife is off to her mom's. I will be alone and lonely without her
sad,when i lost a close friend i felt bad,i cried a lot but i had to let it go
sad,I was really disappointed to hear that the woods near my childhood home had been razed to build new homes.,I heard that the woods near my childhood home were torn down so they could build new homes.
sad,I was upsetwhen my dog. I kept her on the bed for a whole day. Didn't want to lety her go,Oops. I meant I was upset when my dog died.
sad,My wife's grandmother passed away recently. She was the family matriarch and I actually felt very close to her as of late. She will be greatly missed.,My wife's grandmother passed on a couple weeks ago. It's still eating at me to think about it.
sad,I lost my Grandpa 2 months ago. He died within a week all of a sudden and I miss him every day.,I lost my Grandpa 2 months ago. He died within a week all of a sudden and I miss him every day.
sad,I've lost a couple of loved ones last year and I'm having a hard time getting it off my mind.,I lost a couple of loved ones last year and I can't get it off my mind.
sad,no one came to my birthday,No one showed up for my birthday
sad,My dog died in my neighbors electrical fence last night. I am devastated!! I don't know what to do.,My dog died in my neighbors electrical fence last night. I am devastated!! I don't know what to do.
sad,I'm a bit down that Fall isn't here yet.,I wish it was Fall already.
sad,I was watching a TV show and the couple were getting married. It was so sweet that it made me cry.,I was watching a TV show and the couple were getting married. It was so sweet that it made me cry.
sad,"I felt sad when my dog passed away. It was a pet that I had since I was 3 years old, and was one of the saddest days of my life.",Have you ever had a pet that you had to put down? I was so heartbroken when my dog of 16 years had to be put down. this was years ago but it still makes me sad to this day.
sad,My grandmother died several years ago. We just got her house cleaned out and had to sell it. We have so many memories from that farm. I will miss it so much.,We just go through selling my grandmothers house last month.
sad,My father in law was diagnosed with pancreatic cancer when our daughter was 9 months old. He passed 9 months later when she was 18 months.,My father in law was diagnosed with pancreatic cancer when our daughter was 9 months old. She was his first granddaughter.
sad,Had to attend a funeral,Went to a funeral of one of my family members two days ago.
sad,i was sad to hear my mom is in the ER again,i was sad to hear my mom is in the ER again
sad,I'm trying to transition my dog into not sleeping in my room. The other night he tried following me in and kept scratching at the door. I know he just wanted to be by me.,I'm trying to transition my dog into not sleeping in my room. I know he wants to be by me and I can hear him whining and scratching at the door some nights
sad,I can never figure out why my wife is so grumpy.,I can never figure out why my wife is so grumpy.
sad,I recently said goodbye to a good friend for a while. I love her!,I recently bid farewell to a good friend. I miss her
sad,I lost my dog a few days ago. It was really sudden.,I lost my dog a few days ago. It was really sudden
sad,I've been a bit down lately and I don't know why.,I've been feeling down a lot lately.
sad,I hate how much conflict there is our country. It makes me frustrated knowing how divided we have become.,I hate how our country is so divided right now
sad,My girlfriend's cat is sick with Cancer. I don't think she's going to make it for much longer and I'm really shaken up by it.,My girlfriend's cat is sick with Cancer.
sad,sad: when she left for 3 weeks i was alone,when she left for 3 weeks i was alone
sad,My 19 year old cat died recently. I was devastated. I still think about him a lot.,My 19 year old cat died recently. I was devastated.
sad,"My dog is getting old and I think it's getting harder for him to walk, seeing that doesn't make me feel so good.","So my dog just turned 15, it's getting a bit harder for him to walk, it's tough to see."
sad,I get very depressed seeing roadkill when driving. Such a sad way to go.,I get very depressed seeing roadkill when driving. Such a sad way to go.
sad,"so sad robin williams has passed away, i miss him","robin williams was my hero, so sad he passed"
sad,My cat died.,My cat died :(
sad,My wife got sick about two weeks ago and it was something serious.,About two weeks ago my wife got sick with Tonsilitis.
sad,When I was walking I saw a dog that got hit by a car. Seeing that mess the rest of my day up.,I saw a dog that got hit by a car.
sad,My favorite donut shop went out of business. I am devastated that it's gone.,My favorite donut shop went out of business.
sad,My iguana ran away today. I never have been so distraught.,My iguana ran away today.
sad,When my best friend passed away I was devasted,When my best friend passed away I was devasted
sad,"I went to my mother in laws funeral last Sunday. My wife was very tearful, and needed to have her family around her in the difficult moment.",My wife cried quite a lot at her mothers funeral. They had a very close bond.
sad,My girlfriend had a 17 year old Chihuahua. He ran away from a friends farm and died after being struck by a car.,My girlfriend's dog was a 17 year old Chihuahua who emerged from a bathroom at a party in 1999.
sad,My dog died today. I am so distraught.,My dog died today.
sad,"Our cat had to many health problems, so we had to put him down.","Our cat had to many health problems, so we had to put him down."
sad,My roommate's cat passed away last week. There is a heavy air over the household.,My roommate's cat passed away last week. There is a heavy air over the household.
sad,"I was very interested in a girl that lives near me. I can't seem to muster the courage to talk to her so I'm feeling pretty down in the dumps. Hopefully, one day I can let my mind stop racing and just go for it.","I was very interested in a girl that lives near me. I can't seem to muster the courage to talk to her so I'm feeling pretty down in the dumps. Hopefully, one day I can let my mind stop racing and just go for it."
sad,I felt sad when my cat sylvestre died.,"The other day after hockey I found out my cat died, pretty miserable."
sad,My mother passed away today. It was awful.,My mother passed away today.
sad,I was unable to help my friend who's in need. But I tried my level best to help her to solve the issue. She understand and get the issue solved through our another colleague.,"My friend who never say no to me. Such a great companion she is! She asked me for a help. At the time I was out of town, so I was unable to do a favor"
sad,I have to go back to school and leave all my friends in 2 weeks,I have to go back to school and leave all my friends in 2 weeks time
sad,I am so devastated because I lost my pet turtle recently. I think he escaped from the yard. I miss him so much!,I lost my pet turtle. I am feeling devastated. I think he escaped the yard.
sad,My turtle ran away today. I was fraught with despair.,My turtle ran away from me today.
sad,My pet iguana just died. I'v had him since I was 5.,My pet iguana Ricado just die. I miss him.
sad,My turtle ran away yesterday. I am so sad.,My turtle that I had for 30 years ran away yesterday.
sad,"Now that I know that soon I'll need to move to a different city, I feel a bit down.","I am moving to a different city soon, I feel a bit depressed about that."
sad,"When I realized all the chocolate was gone, after a long day.",So the other day I had a crazy long day and got home to find all of my chocolate was gone!
sad,My Venus fly-trap plant died yesterday. I am very hurt it happened.,My Venus Fly-trap plant died yesterday.
sad,I am watching alpha dogs. I always get emotional at the end of this movie,I am watching alpha dogs
sad,My favorite pizza place closed down last week and I am still bummed out about it.,My favorite pizza place closed down late last week.
sad,Saw a family house burned down today. It was struck by lightening. Worried about them and hope they are all okay.,"I live in Central Texas, it rained and lightening stuck a house here and caused it to burn down!"
sad,I lost a dear friend 2 days ago,He struggled with cancer for 2 years
sad,I got into an argument with my husband last night.,I hate to let people into my personal life but I got into an argument with my husband last night. It was aweful. I felt so small.
sad,I cried when I had to return to work after my vacation.,I cried when I had to return to work after my vacation.
sad,My pet dog passed away two weeks ago. He was 12 years old.,So my dog passed away a couple of weeks ago. Its been really hard not having him around.
sad,Recently my grandma passed away. She lived far from us most of our lives but at the end she was sick so we moved her down here and I really had fun connecting with her as an adult again. It was a hard day when she died,Recently my grandma passed away. she lived pretty far from us most of our lives but at the end she had Alzheimer and so we moved her down to be near us
sad,I read in the news a family had a house fire and lost all of their animals. It makes me upset to think about how they died.,I read in the news about a family who lost all six of their animals in a house fire :(
sad,I cried when my grandma died.,I cried all day when my grandma died.
sad,"Yesterday, my grandmother was admitted to the hospital for cancer. I was sad.",I got some bad news yesterday...my grandmother was admitted to the hospital for cancer.
sad,One time I went to a restaurant to eat by myself. I felt sad and lonely,I have no friends. One time I went into a restaurant and ate by myself. Everyone laughed
sad,The rain yesterday made me feel a little down. I wanted to be out and about,The rain made me feel down yesterday. I wanted to be out and about
sad,I was watching a show last night. It was about a school shooting in texas.,I was watching a show about school shootings in Texas last night
sad,I hate having to go back to college sometimes. It always makes me upset when I have to leave all my friends.,Going back to college is so bittersweet most of the time.
sad,I was very sad when my grandma passed away. It was very random,I was sad when my grandma passed away. It was so random
sad,I broke my laptop screen.,I broke my laptop screen yesterday and now I am out a hundred bucks to get it fixed!
sad,I just preordered Black Ops 4. I can't play until October though,Black Ops 4 comes out in October
sad,My daughter is growing so fast. She is almost taller than me already. I'm not ready.,MY daughter is growing so fast.
sad,A man in our community was hit by a drunk driver the other night and didn't make it.,"A man in our community was hit by a drunk driver the other night while walking his dog, he didn't survive. It's very heartbreaking."
sad,My friend got a new job and is moving to Vegas. I am going to miss her.,My friend got a promotion at the casino in town.
sad,I found out I did not win the lottery.,I bought 30 lottery tickets and I found out I did not win the lottery in any of them!
sad,Last week my mother passed away. I am so devasted,Last week my mother passed away
sad,My dog ran away yesterday. Never been so sad in my life.,My dog ran away yesterday. I've never been so distraught in my life!
sad,I miss living close to all my friends. We never see each other any more,I really miss living in the city
sad,"I lost my favorite watch the other day. I've had it for years, so it hurts me to not have it anymore",I lost my favorite watch the other day.
terrified,"Last month, I show a pedestrian in front of me been hit by car. Since then, I am very afraid to cross the street.","Last month, I saw a pedestrian in front of me been hit by car. Since then, I am very afraid to cross the street."
terrified,I was really scared when Hurricane Irma came through Florida last year. It was a pretty horrible experience.,I was really scared when Hurricane Irma came through Florida last year. It was a pretty horrible experience.
terrified,"My son ran over my neighbor's cat on accident the other day. He's only 16, learning to drive still. I think my neighbor is going to try to get physically abusive with him. Not sure what to do","My son ran over my neighbor's cat on accident the other day. He's only 16, learning to drive still. I think my neighbor is going to try to get physically abusive with him. Not sure what to do"
terrified,"Someone broke a window in my side yard today. I don't know when, I assume I was gone as my dogs wouldv'e went nuts. I live in a bad neighborhood and it's late so I am still up a bit scared about it.","Someone broke a window in my side yard today. I don't know when, I assume I was gone as my dogs wouldv'e went nuts."
terrified,I recently had my first child,I just got home from the hospital and we carried with us my first child!
terrified,"I have never felt so terrified the day I was 8 months pregnant and started bleeding. Thankfully, baby and I are both okay!",The worst day of my life was when I was 8 months pregnant with our first child and I started bleeding like crazy.
terrified,I went to the bathroom in the middle of the night and I felt a thing fly right into my face. I screamed so loud it woke my husband up,I woke up needing to use the bathroom at midnight. As soon as I sit down a giant bug flew into my face!
terrified,"Riding a big roller coaster for the first time while having a fear of heights, I was kind of worried how I would do","Riding a big roller coaster for the first time while having a fear of heights, I was kind of worried how I would do"
terrified,One time I was on a plane and we got very strong turbulence. The plane became very bumpy and I was afraid we would crash,I was on a plane ride and we went through some pretty severe turbulence
terrified,"I think I didn't pay the cab driver and he told me he need the money so badly. I feel so bad, what do I do?","I think I didn't pay the cab driver and he told me he need the money so badly. I feel so bad, what do I do?"
terrified,One time I was woken up in my sleep to some scary noises. It wouldnt stop and there was growling and scratching. Turns out it was my dog asleep under my bed snoring.,I had the scariest experience the other night.
terrified,i was scared when my dog got loose,i was scared when my dog got loose
terrified,"I am afraid of bats, I can't even watch Batman movies.","I am afraid of bats, I can't even watch Batman movies."
terrified,I stay away from frogs!,I stay away from frogs!
terrified,"I had an insight the other day, that it is okay to be afraid, as long as you are not afraid of that.","I realized a while ago, that it is good if you are not afraid of fear."
terrified,The thought of loosing a beloved one scares me.,The thought of loosing a beloved one scares me
terrified,seeing a mouse,I saw a mouse run across my kitchen last night. I woke everyone up with my screaming.
terrified,Last week someone broke in my house and robbed us. Now I am scared to even live here!,Last week someone broke in my house and robbed us. Now I am scared to even live here!
terrified,When I went in to a haunted house and a guy chased us. It was halloween.,Wow just got chased through a haunted house.
terrified,I used to eat McDonald's every time I would get drunk in college...now I'm scared to even touch it haha,McDonald's used to be my go-to when my college friends and I got drunk...now I'm scared to even touch it haha
terrified,I moved into a new house and in the middle of the night heard this horrible screeching sound from the basement. It was so scary! Turns out it was just the sump pump kicking in.,I moved into this new house and was woken up with this horrible screeching noise in the middle of the night.
terrified,One time I had a dream where i was being held down by a shadow demon with red eyes. I couldn't move or scream even though I wanted to. It was the most scared I've ever been.,Have you ever had a sleep paralysis dream?
terrified,I had just moved into a new house and when I came home from work there was a giant spider crawling around.,I had just moved into a new house and when I came home from work there was a giant spider crawling around.
terrified,"While camping alone, I awoke to sound of growling outside my tent. It sounded like a big old mean wolf who wanted to eat me.","While camping alone, I awoke to sound of growling outside my tent. It sounded like a big old mean wolf who wanted to eat me."
terrified,I was terrified when I watched that horror film in the theaters,I was terrified when I watched that horror film in the theaters
terrified,When I was a teenager the restaurant where I was working was robbed. I was scared to death.,When I was a teenager the restaurant where I was working was robbed. I was scared to death.
terrified,One day I walked out front door and there was a coral snake laying there. I jumped and ran back inside!,One day I walked out front door and there was a coral snake laying there. I jumped and ran back inside
terrified,"I was just on vacation in Biloxi. While hanging out on the balcony, I dropped some chips and then the balcony was swarmed by seagulls.",Hi I was recently on vacation and frightened half to death.
terrified,I went to watch the Annabelle movie in the theatres. It was so scary and i was kicking myself for going alone at night,I went to watch the Annabelle movie in the theatres. It was a terrifying experience
terrified,I took a helicopter ride for a date one time and the helicopter malfunctioned. We had to do an emergency landing.,I took a helicopter ride for a date one time and the helicopter malfunctioned.
terrified,I received a letter from the IRS saying I didn't pay my taxes. I was so afraid to read it.,I received a letter from the IRS saying I didn't pay my taxes.
terrified,The most awful time of my life was when my wife went to jail for a month. I'm glad it's all over.,The most awful time of my life was when my wife went to jail for a month. I'm glad it's all over.
terrified,Our home was broken into and it was so scary.,Our home was broken into and it was such a terrible experience.
terrified,"The other night, drunk bicyclists were following me home and laughing on the sidewalk. I was pretty scared, especially since it was night.","The other night, drunk bicyclists were following me home and laughing on the sidewalk."
terrified,My car ran out of gas in the outback of Australia.,My can ran out of gas whilst I was driving in the outbacks of Australia.
terrified,I remember the first time I went into a haunted house. I was so scared I had my head down the whole time.,The first time I went to a haunted house I was so scared.
terrified,I got trapped in a cave.,"Hi, I was going exploring with my mates, and got trapped in a cave!"
terrified,I am applying for an internship and I dont think I am goin to get it,I applied for an internship with a law office
terrified,my dog got out of the house. then got in a fight with another dog.,my dog got loose and got in a fight with another dog.
terrified,Someone has knocked on my door in the middle of the night the past two nights. It is kind startling and scary.,Someone has knocked on my door in the middle of the night the past two nights. It is kind startling and scary.
terrified,"I just had a lump in my neck. I had a biopsy and was worried it was cancerous. Thankfully, after it was removed, it was determined to be a benign tumor.",I have been fortunate to live a good life but I found a lump in my neck. Most people would get it checked out immediately. I waited. I was scared to get the news.
terrified,I am really scared. I moved into this new house and I swear to you it is haunted,I am really scared. I moved into this new house and I swear to you it is haunted.
terrified,"In the park, I was attacked by a group of young teenagers. I am still shocked.","In the park, I was attacked by a group of young teenagers. I am still shocked."
terrified,This morning I found a garden snake in my yard! It wasn't very big but I don't like snakes.,This morning I found a garden snake in my yard! It wasn't very big but I don't like snakes.
terrified,"I heard a loud bang outside my house last night, I thought someone was trying to break in.","I heard a loud bang outside my house last night, I thought someone was trying to break in."
